INVOICE_ID,PROCESSOR_CHARGE_COUNT,PROCESSOR_BALANCE_AMOUNT_CENTS,HAS_REFUND_ACTIVITY,HAS_DISPUTE_ACTIVITY,FIRST_BALANCE_AVAILABLE_DATE,LAST_BALANCE_AVAILABLE_DATE
in_000000058452,1,9900,0,0,2024-06-22,2024-06-22
in_000000093157,1,9900,0,0,2024-06-06,2024-06-06
in_000000314715,1,9900,0,0,2024-06-11,2024-06-11
in_000000208296,1,9900,0,0,2024-06-12,2024-06-12
in_000000101085,1,79900,0,0,2024-06-12,2024-06-12
in_000000260844,1,9900,0,0,2024-06-17,2024-06-17
in_000000078825,1,79900,0,0,2024-06-22,2024-06-22
in_000000071253,1,29900,0,0,2024-06-19,2024-06-19
in_000000273757,1,29900,0,0,2024-06-22,2024-06-22
in_000000119870,1,8900,1,0,2024-06-08,2024-06-09
in_000000051266,1,29900,0,0,2024-06-19,2024-06-19
in_000000241688,1,99000,0,0,2024-06-11,2024-06-11
in_000000290222,1,7425,0,1,2024-06-18,2024-06-24
in_000000124901,1,9900,0,0,2024-06-13,2024-06-13
in_000000158972,1,9900,0,0,2024-06-19,2024-06-19
in_000000158072,1,29900,0,0,2024-06-16,2024-06-16
in_000000175067,1,99000,0,0,2024-06-22,2024-06-22
in_000000191652,1,9900,0,0,2024-06-09,2024-06-09
in_000000200333,1,9900,0,0,2024-06-10,2024-06-10
in_000000293719,1,9900,0,0,2024-06-10,2024-06-10
in_000000255948,1,29900,0,0,2024-06-22,2024-06-22
in_000000069340,1,9900,0,0,2024-06-21,2024-06-21
in_000000144412,1,9900,0,0,2024-06-07,2024-06-07
in_000000116848,1,199900,0,0,2024-06-24,2024-06-24
in_000000127729,1,29900,0,0,2024-06-13,2024-06-13
in_000000143080,1,79900,0,0,2024-06-12,2024-06-12
in_000000252508,1,29900,0,0,2024-06-15,2024-06-15
in_000000181333,1,9900,0,0,2024-06-20,2024-06-20
in_000000005443,1,9900,0,0,2024-06-24,2024-06-24
in_000000073957,1,9900,0,0,2024-06-22,2024-06-22
in_000000238235,1,9900,0,0,2024-06-18,2024-06-18
in_000000137956,1,79900,0,0,2024-06-05,2024-06-05
in_000000048553,1,9900,0,0,2024-06-19,2024-06-19
in_000000074622,1,29900,0,0,2024-06-19,2024-06-19
in_000000047349,1,299000,0,0,2024-06-24,2024-06-24
in_000000040020,1,9900,0,0,2024-06-18,2024-06-18
in_000000192014,1,9900,0,0,2024-06-19,2024-06-19
in_000000241159,1,199900,0,0,2024-06-10,2024-06-10
in_000000274356,1,9900,0,0,2024-06-20,2024-06-20
in_000000025570,1,9900,0,0,2024-06-26,2024-06-26
in_000000220870,1,99000,0,0,2024-06-20,2024-06-20
in_000000061317,1,9900,0,0,2024-06-18,2024-06-18
in_000000284511,1,9900,0,0,2024-06-16,2024-06-16
in_000000277762,1,29900,0,0,2024-06-09,2024-06-09
in_000000219928,1,9900,0,0,2024-06-21,2024-06-21
in_000000151229,1,29900,0,0,2024-06-20,2024-06-20
in_000000022583,1,79900,0,0,2024-06-22,2024-06-22
in_000000022901,1,9900,0,0,2024-06-08,2024-06-08
in_000000170604,1,9900,0,0,2024-06-06,2024-06-06
in_000000170034,1,9900,0,0,2024-06-24,2024-06-24
in_000000015060,1,29900,0,0,2024-06-25,2024-06-25
in_000000168138,1,9900,0,0,2024-06-15,2024-06-15
in_000000166416,1,9900,0,0,2024-06-11,2024-06-11
in_000000292276,1,29900,0,0,2024-06-25,2024-06-25
in_000000314427,1,9900,0,0,2024-06-16,2024-06-16
in_000000002036,1,29900,0,0,2024-06-17,2024-06-17
in_000000170912,1,29900,0,0,2024-06-23,2024-06-23
in_000000045617,1,29900,0,0,2024-06-20,2024-06-20
in_000000036981,1,79900,0,0,2024-06-17,2024-06-17
in_000000234651,1,9900,0,0,2024-06-05,2024-06-05
in_000000247466,1,9900,0,0,2024-06-10,2024-06-10
in_000000136135,1,9900,0,0,2024-06-23,2024-06-23
in_000000121008,1,29900,0,0,2024-06-08,2024-06-08
in_000000166882,1,9900,0,0,2024-06-12,2024-06-12
in_000000092302,1,799000,0,0,2024-06-23,2024-06-23
in_000000268811,1,9900,0,0,2024-06-03,2024-06-03
in_000000243466,1,199900,0,0,2024-06-20,2024-06-20
in_000000088357,1,9900,0,0,2024-06-16,2024-06-16
in_000000070745,1,14950,1,0,2024-06-08,2024-07-28
in_000000134524,1,199900,0,0,2024-06-20,2024-06-20
in_000000009161,1,9400,1,0,2024-06-22,2024-08-31
in_000000220924,1,79900,0,0,2024-06-06,2024-06-06
in_000000270998,1,79900,0,0,2024-06-09,2024-06-09
in_000000155455,1,9900,0,0,2024-06-06,2024-06-06
in_000000125840,1,9900,0,0,2024-06-24,2024-06-24
in_000000292642,1,29900,0,0,2024-06-18,2024-06-18
in_000000125124,1,29900,0,0,2024-06-14,2024-06-14
in_000000266639,1,29900,0,0,2024-06-24,2024-06-24
in_000000259861,1,9900,0,0,2024-06-23,2024-06-23
in_000000232616,1,8910,1,0,2024-06-13,2024-08-22
in_000000116325,1,9900,0,0,2024-06-08,2024-06-08
in_000000128465,1,29900,0,0,2024-06-22,2024-06-22
in_000000217980,1,29900,0,0,2024-06-06,2024-06-06
in_000000091389,1,9900,0,0,2024-06-22,2024-06-22
in_000000002591,1,199900,0,0,2024-06-19,2024-06-19
in_000000312337,1,9900,0,0,2024-06-16,2024-06-16
in_000000236977,1,9900,0,0,2024-06-04,2024-06-04
in_000000195833,1,79900,0,0,2024-06-11,2024-06-11
in_000000253586,1,9900,0,0,2024-06-09,2024-06-09
in_000000253874,1,29900,0,0,2024-06-15,2024-06-15
in_000000193463,1,9900,0,0,2024-06-05,2024-06-05
in_000000183508,1,9900,0,0,2024-06-16,2024-06-16
in_000000250156,1,9900,0,0,2024-06-16,2024-06-16
in_000000251960,1,1999000,0,0,2024-06-23,2024-06-23
in_000000138231,1,9900,0,0,2024-06-14,2024-06-14
in_000000082271,1,9900,0,0,2024-06-18,2024-06-18
in_000000080024,1,199900,0,0,2024-06-07,2024-06-07
in_000000049574,1,29900,0,0,2024-06-17,2024-06-17
in_000000185803,1,199900,0,0,2024-06-15,2024-06-15
in_000000179287,1,9900,0,0,2024-06-11,2024-06-11
in_000000287988,1,9900,0,0,2024-06-16,2024-06-16
in_000000222305,1,99000,0,0,2024-06-18,2024-06-18
in_000000066137,1,299000,0,0,2024-06-13,2024-06-13
in_000000160585,1,79900,0,0,2024-06-17,2024-06-17
in_000000015827,1,9900,0,0,2024-06-13,2024-06-13
in_000000058012,1,9900,0,0,2024-06-18,2024-06-18
in_000000103656,1,299000,0,0,2024-06-13,2024-06-13
in_000000019533,1,9900,0,0,2024-06-04,2024-06-04
in_000000154643,1,9900,0,0,2024-06-21,2024-06-21
in_000000276535,1,99000,0,0,2024-06-12,2024-06-12
in_000000276600,1,9900,0,0,2024-06-09,2024-06-09
in_000000064519,1,22425,0,1,2024-06-11,2024-06-25
in_000000213298,1,79900,0,0,2024-06-09,2024-06-09
in_000000285008,1,9900,0,0,2024-06-20,2024-06-20
in_000000228313,1,29900,0,0,2024-06-14,2024-06-14
in_000000030102,1,9900,0,0,2024-06-10,2024-06-10
in_000000151770,1,9900,0,0,2024-06-15,2024-06-15
in_000000267360,1,9900,0,0,2024-06-22,2024-06-22
in_000000224754,1,79900,0,0,2024-06-21,2024-06-21
in_000000034570,1,9900,0,0,2024-06-12,2024-06-12
in_000000175184,1,9900,0,0,2024-06-20,2024-06-20
in_000000259951,1,9900,0,0,2024-06-09,2024-06-09
in_000000007056,1,199900,0,0,2024-06-09,2024-06-09
in_000000144341,1,79900,0,0,2024-06-08,2024-06-08
in_000000312194,1,199900,0,0,2024-06-06,2024-06-06
in_000000244929,1,299000,0,0,2024-06-10,2024-06-10
in_000000048659,1,9900,0,0,2024-06-08,2024-06-08
in_000000308626,1,29900,0,0,2024-06-11,2024-06-11
in_000000139345,1,9900,0,0,2024-06-16,2024-06-16
in_000000083609,1,9900,0,0,2024-06-05,2024-06-05
in_000000137722,1,79900,0,0,2024-06-04,2024-06-04
in_000000009628,1,79900,0,0,2024-06-09,2024-06-09
in_000000300624,1,79900,0,0,2024-06-22,2024-06-22
in_000000241141,1,29900,0,0,2024-06-05,2024-06-05
in_000000303116,1,9900,0,0,2024-06-26,2024-06-26
in_000000297188,1,799000,0,0,2024-06-16,2024-06-16
in_000000003552,1,99000,0,0,2024-06-08,2024-06-08
in_000000246704,1,199900,0,0,2024-06-24,2024-06-24
in_000000241275,1,29900,0,0,2024-06-05,2024-06-05
in_000000085679,1,29900,0,0,2024-06-22,2024-06-22
in_000000111176,1,29900,0,0,2024-06-10,2024-06-10
in_000000254449,1,29900,0,0,2024-06-14,2024-06-14
in_000000084110,1,9900,0,0,2024-06-05,2024-06-05
in_000000240201,1,29900,0,0,2024-06-04,2024-06-04
in_000000010265,1,79900,0,0,2024-06-18,2024-06-18
in_000000095158,1,9900,0,0,2024-06-03,2024-06-03
in_000000000913,1,29900,0,0,2024-06-26,2024-06-26
in_000000290234,1,79900,0,0,2024-06-22,2024-06-22
in_000000103449,1,9900,0,0,2024-06-20,2024-06-20
in_000000057647,1,9900,0,0,2024-06-18,2024-06-18
in_000000153186,1,29900,0,0,2024-06-17,2024-06-17
in_000000215127,1,29900,0,0,2024-06-24,2024-06-24
in_000000154134,1,29900,0,0,2024-06-12,2024-06-12
in_000000023349,1,9900,0,0,2024-06-11,2024-06-11
in_000000151689,1,9900,0,0,2024-06-13,2024-06-13
in_000000146427,1,9900,0,0,2024-06-04,2024-06-04
in_000000030141,1,29900,0,0,2024-06-17,2024-06-17
in_000000269124,1,9900,0,0,2024-06-10,2024-06-10
in_000000308008,1,9900,0,0,2024-06-23,2024-06-23
in_000000020677,1,29900,0,0,2024-06-20,2024-06-20
in_000000167990,1,29900,0,0,2024-06-07,2024-06-07
in_000000266611,1,9900,0,0,2024-06-09,2024-06-09
in_000000133005,1,9900,0,0,2024-06-12,2024-06-12
in_000000042891,1,9900,0,0,2024-06-09,2024-06-09
in_000000086768,1,9900,0,0,2024-06-07,2024-06-07
in_000000112889,1,9900,0,0,2024-06-07,2024-06-07
in_000000010241,1,9900,0,0,2024-06-23,2024-06-23
in_000000296747,1,29900,0,0,2024-06-21,2024-06-21
in_000000189463,1,29900,0,0,2024-06-14,2024-06-14
in_000000184929,1,79900,0,0,2024-06-23,2024-06-23
in_000000182647,1,79900,0,0,2024-06-13,2024-06-13
in_000000297722,1,199900,0,0,2024-06-19,2024-06-19
in_000000139610,1,29900,0,0,2024-06-15,2024-06-15
in_000000160756,1,29900,0,0,2024-06-14,2024-06-14
in_000000276073,1,79900,0,0,2024-06-10,2024-06-10
in_000000151288,1,9900,0,0,2024-06-21,2024-06-21
in_000000157295,1,9900,0,0,2024-06-25,2024-06-25
in_000000022991,1,79900,0,0,2024-06-08,2024-06-08
in_000000168810,1,29900,0,0,2024-06-19,2024-06-19
in_000000304877,1,29900,0,0,2024-06-15,2024-06-15
in_000000039102,1,29900,0,0,2024-06-10,2024-06-10
in_000000082914,1,9900,0,0,2024-06-13,2024-06-13
in_000000004499,1,9900,0,0,2024-06-09,2024-06-09
in_000000253909,1,29900,0,0,2024-06-17,2024-06-17
in_000000039732,1,9900,0,0,2024-06-06,2024-06-06
in_000000103254,1,199900,0,0,2024-06-24,2024-06-24
in_000000160100,1,199900,0,0,2024-06-18,2024-06-18
in_000000227342,1,9900,0,0,2024-06-16,2024-06-16
in_000000144298,1,9900,0,0,2024-06-06,2024-06-06
in_000000243303,1,9900,0,0,2024-06-23,2024-06-23
in_000000303698,1,29900,0,0,2024-06-18,2024-06-18
in_000000305530,1,9900,0,0,2024-06-09,2024-06-09
in_000000070880,1,9900,0,0,2024-06-17,2024-06-17
in_000000232287,1,29900,0,0,2024-06-07,2024-06-07
in_000000246129,1,9900,0,0,2024-06-08,2024-06-08
in_000000120742,1,9900,0,0,2024-06-12,2024-06-12
in_000000320843,1,79900,0,0,2024-06-20,2024-06-20
in_000000227711,1,9900,0,0,2024-06-22,2024-06-22
in_000000086253,1,9900,0,0,2024-06-15,2024-06-15
in_000000078285,1,9900,0,0,2024-06-18,2024-06-18
in_000000188653,1,29900,0,0,2024-06-13,2024-06-13
in_000000053188,1,79900,0,0,2024-06-19,2024-06-19
in_000000048500,1,79900,0,0,2024-06-21,2024-06-21
in_000000251744,1,99000,0,0,2024-06-12,2024-06-12
in_000000251571,1,9900,0,0,2024-06-19,2024-06-19
in_000000263749,1,9900,0,0,2024-06-22,2024-06-22
in_000000243611,1,29900,0,0,2024-06-19,2024-06-19
in_000000075599,1,9900,0,0,2024-06-24,2024-06-24
in_000000256434,1,9900,0,0,2024-06-13,2024-06-13
in_000000108400,1,9900,0,0,2024-06-09,2024-06-09
in_000000198774,1,29900,0,0,2024-06-16,2024-06-16
in_000000046347,1,799000,0,0,2024-06-16,2024-06-16
in_000000033009,1,29900,0,0,2024-06-10,2024-06-10
in_000000260834,1,29900,0,0,2024-06-24,2024-06-24
in_000000012712,1,9900,0,0,2024-06-06,2024-06-06
in_000000242524,1,199900,0,0,2024-06-12,2024-06-12
in_000000261758,1,9900,0,0,2024-06-23,2024-06-23
in_000000244507,1,79900,0,0,2024-06-06,2024-06-06
in_000000230717,1,29900,0,0,2024-06-23,2024-06-23
in_000000039245,1,29900,0,0,2024-06-21,2024-06-21
in_000000042785,1,199900,0,0,2024-06-08,2024-06-08
in_000000135618,1,99000,0,0,2024-06-21,2024-06-21
in_000000140941,1,9900,0,0,2024-06-22,2024-06-22
in_000000184337,1,9900,0,0,2024-06-25,2024-06-25
in_000000301582,1,79900,0,0,2024-06-20,2024-06-20
in_000000114044,1,79900,0,0,2024-06-25,2024-06-25
in_000000180284,1,79900,0,0,2024-06-13,2024-06-13
in_000000137594,1,29900,0,0,2024-06-08,2024-06-08
in_000000047365,1,29900,0,0,2024-06-26,2024-06-26
in_000000082388,1,9900,0,0,2024-06-06,2024-06-06
in_000000251260,1,9900,0,0,2024-06-12,2024-06-12
in_000000114417,1,9900,0,0,2024-06-14,2024-06-14
in_000000251544,1,99000,0,0,2024-06-24,2024-06-24
in_000000042461,1,9900,0,0,2024-06-06,2024-06-06
in_000000108445,1,9900,0,0,2024-06-16,2024-06-16
in_000000129154,1,9900,0,0,2024-06-22,2024-06-22
in_000000274022,1,79900,0,0,2024-06-22,2024-06-22
in_000000161921,1,99000,0,0,2024-06-11,2024-06-11
in_000000085442,1,9900,0,0,2024-06-19,2024-06-19
in_000000058304,1,9900,0,0,2024-06-06,2024-06-06
in_000000161340,1,9900,0,0,2024-06-15,2024-06-15
in_000000058829,1,79900,0,0,2024-06-16,2024-06-16
in_000000124566,1,99000,0,0,2024-06-12,2024-06-12
in_000000193068,1,99000,0,0,2024-06-17,2024-06-17
in_000000185852,1,29900,0,0,2024-06-12,2024-06-12
in_000000147643,1,79900,0,0,2024-06-16,2024-06-16
in_000000057764,1,9900,0,0,2024-06-20,2024-06-20
in_000000161775,1,9900,0,0,2024-06-11,2024-06-11
in_000000162812,1,9900,0,0,2024-06-10,2024-06-10
in_000000288350,1,9900,0,0,2024-06-18,2024-06-18
in_000000273190,1,9900,0,0,2024-06-21,2024-06-21
in_000000208874,1,199900,0,0,2024-06-17,2024-06-17
in_000000289213,1,99000,0,0,2024-06-11,2024-06-11
in_000000221969,1,29900,0,0,2024-06-24,2024-06-24
in_000000103117,1,299000,0,0,2024-06-19,2024-06-19
in_000000222046,1,9900,0,0,2024-06-22,2024-06-22
in_000000286998,1,9900,0,0,2024-06-23,2024-06-23
in_000000099630,1,79900,0,0,2024-06-10,2024-06-10
in_000000061598,1,199900,0,0,2024-06-21,2024-06-21
in_000000155595,1,9900,0,0,2024-06-11,2024-06-11
in_000000015951,1,9900,0,0,2024-06-24,2024-06-24
in_000000315751,1,199900,0,0,2024-06-03,2024-06-03
in_000000147559,1,9900,0,0,2024-06-16,2024-06-16
in_000000016023,1,9900,0,0,2024-06-07,2024-06-07
in_000000097285,1,79900,0,0,2024-06-24,2024-06-24
in_000000318960,1,9900,0,0,2024-06-25,2024-06-25
in_000000318589,1,9900,0,0,2024-06-26,2024-06-26
in_000000280903,1,9900,0,0,2024-06-11,2024-06-11
in_000000285381,1,9900,0,0,2024-06-12,2024-06-12
in_000000278538,1,9900,0,0,2024-06-08,2024-06-08
in_000000067974,1,9900,0,0,2024-06-12,2024-06-12
in_000000145125,1,9900,0,0,2024-06-09,2024-06-09
in_000000269001,1,29900,0,0,2024-06-12,2024-06-12
in_000000155040,1,29900,0,0,2024-06-18,2024-06-18
in_000000146623,1,9900,0,0,2024-06-07,2024-06-07
in_000000015088,1,29900,0,0,2024-06-04,2024-06-04
in_000000119731,1,9900,0,0,2024-06-15,2024-06-15
in_000000097510,1,79900,0,0,2024-06-13,2024-06-13
in_000000290878,1,29900,0,0,2024-06-24,2024-06-24
in_000000069292,1,79900,0,0,2024-06-17,2024-06-17
in_000000105584,1,9900,0,0,2024-06-21,2024-06-21
in_000000266506,1,29900,0,0,2024-06-16,2024-06-16
in_000000067722,1,29900,0,0,2024-06-23,2024-06-23
in_000000099463,1,9900,0,0,2024-06-22,2024-06-22
in_000000128082,1,9900,0,0,2024-06-24,2024-06-24
in_000000233201,1,199900,0,0,2024-06-12,2024-06-12
in_000000311804,1,9900,0,0,2024-06-12,2024-06-12
in_000000259401,1,9900,0,0,2024-06-18,2024-06-18
in_000000176504,1,79900,0,0,2024-06-05,2024-06-05
in_000000229908,1,29900,0,0,2024-06-24,2024-06-24
in_000000013004,1,99000,0,0,2024-06-08,2024-06-08
in_000000052803,1,99000,0,0,2024-06-11,2024-06-11
in_000000049287,1,79900,0,0,2024-06-17,2024-06-17
in_000000082056,1,29900,0,0,2024-06-13,2024-06-13
in_000000085115,1,9900,0,0,2024-06-27,2024-06-27
in_000000241393,1,29900,0,0,2024-06-05,2024-06-05
in_000000037837,1,29900,0,0,2024-06-11,2024-06-11
in_000000247775,1,79900,0,0,2024-06-11,2024-06-11
in_000000111187,1,79900,0,0,2024-06-23,2024-06-23
in_000000103138,1,199900,0,0,2024-06-20,2024-06-20
in_000000286723,1,79900,0,0,2024-06-04,2024-06-04
in_000000220130,1,199900,0,0,2024-06-22,2024-06-22
in_000000076470,1,29900,0,0,2024-06-19,2024-06-19
in_000000155398,1,9900,0,0,2024-06-23,2024-06-23
in_000000145101,1,29900,0,0,2024-06-18,2024-06-18
in_000000168031,1,79900,0,0,2024-06-06,2024-06-06
in_000000171559,1,79900,0,0,2024-06-20,2024-06-20
in_000000260239,1,9900,0,0,2024-06-23,2024-06-23
in_000000112243,1,31960,0,1,2024-06-17,2024-06-22
in_000000023808,1,799000,0,0,2024-06-16,2024-06-16
in_000000104038,1,9900,0,0,2024-06-16,2024-06-16
in_000000316990,1,9900,0,0,2024-06-14,2024-06-14
in_000000027085,1,9900,0,0,2024-06-26,2024-06-26
in_000000272098,1,9900,0,0,2024-06-12,2024-06-12
in_000000020899,1,9900,0,0,2024-06-24,2024-06-24
in_000000060039,1,9900,0,0,2024-06-18,2024-06-18
in_000000285998,1,9900,0,0,2024-06-08,2024-06-08
in_000000286268,1,79900,0,0,2024-06-06,2024-06-06
in_000000022524,1,29900,0,0,2024-06-21,2024-06-21
in_000000018605,1,799000,0,0,2024-06-04,2024-06-04
in_000000028969,1,9900,0,0,2024-06-24,2024-06-24
in_000000265968,1,79900,0,0,2024-06-20,2024-06-20
in_000000205429,1,9900,0,0,2024-06-06,2024-06-06
in_000000314624,1,29900,0,0,2024-06-21,2024-06-21
in_000000291869,1,9900,0,0,2024-06-11,2024-06-11
in_000000266192,1,29900,0,0,2024-06-10,2024-06-10
in_000000225881,1,9900,0,0,2024-06-18,2024-06-18
in_000000268276,1,9900,0,0,2024-06-25,2024-06-25
in_000000218969,1,9900,0,0,2024-06-09,2024-06-09
in_000000030403,1,29900,0,0,2024-06-07,2024-06-07
in_000000315421,1,79900,0,0,2024-06-11,2024-06-11
in_000000007504,1,29900,0,0,2024-06-09,2024-06-09
in_000000087228,1,9900,0,0,2024-06-13,2024-06-13
in_000000175843,1,9900,0,0,2024-06-12,2024-06-12
in_000000176436,1,79900,0,0,2024-06-20,2024-06-20
in_000000172791,1,29900,0,0,2024-06-19,2024-06-19
in_000000305053,1,9900,0,0,2024-06-20,2024-06-20
in_000000190549,1,29900,0,0,2024-06-17,2024-06-17
in_000000262429,1,9900,0,0,2024-06-24,2024-06-24
in_000000231000,1,29900,0,0,2024-06-09,2024-06-09
in_000000034108,1,29900,0,0,2024-06-20,2024-06-20
in_000000143159,1,9900,0,0,2024-06-04,2024-06-04
in_000000300206,1,9900,0,0,2024-06-25,2024-06-25
in_000000039365,1,29900,0,0,2024-06-04,2024-06-04
in_000000253506,1,29900,0,0,2024-06-21,2024-06-21
in_000000299600,1,29900,0,0,2024-06-23,2024-06-23
in_000000287626,1,29900,0,0,2024-06-24,2024-06-24
in_000000102836,1,9900,0,0,2024-06-26,2024-06-26
in_000000213806,1,29900,0,0,2024-06-08,2024-06-08
in_000000317922,1,9900,0,0,2024-06-20,2024-06-20
in_000000279352,1,29900,0,0,2024-06-13,2024-06-13
in_000000291351,1,29900,0,0,2024-06-05,2024-06-05
in_000000231744,1,9900,0,0,2024-06-23,2024-06-23
in_000000070854,1,29900,0,0,2024-06-14,2024-06-14
in_000000238184,1,199900,0,0,2024-06-20,2024-06-20
in_000000307702,1,29900,0,0,2024-06-13,2024-06-13
in_000000239195,1,9900,0,0,2024-06-09,2024-06-09
in_000000198388,1,9900,0,0,2024-06-19,2024-06-19
in_000000073563,1,9900,0,0,2024-06-11,2024-06-11
in_000000235449,1,79900,0,0,2024-06-16,2024-06-16
in_000000221576,1,9900,0,0,2024-06-19,2024-06-19
in_000000021606,1,79900,0,0,2024-06-08,2024-06-08
in_000000097265,1,79900,0,0,2024-06-21,2024-06-21
in_000000269392,1,29900,0,0,2024-06-08,2024-06-08
in_000000266242,1,9900,0,0,2024-06-07,2024-06-07
in_000000032181,1,29900,0,0,2024-06-11,2024-06-11
in_000000038260,1,79900,0,0,2024-06-14,2024-06-14
in_000000085903,1,29900,0,0,2024-06-19,2024-06-19
in_000000066698,1,99000,0,0,2024-06-11,2024-06-11
in_000000271541,1,29900,0,0,2024-06-20,2024-06-20
in_000000282733,1,9900,0,0,2024-06-04,2024-06-04
in_000000122883,1,29900,0,0,2024-06-17,2024-06-17
in_000000285063,1,9900,0,0,2024-06-09,2024-06-09
in_000000125357,1,9900,0,0,2024-06-14,2024-06-14
in_000000029922,1,9900,0,0,2024-06-18,2024-06-18
in_000000313483,1,29900,0,0,2024-06-13,2024-06-13
in_000000269375,1,9900,0,0,2024-06-15,2024-06-15
in_000000045889,1,9900,0,0,2024-06-15,2024-06-15
in_000000013179,1,9900,0,0,2024-06-25,2024-06-25
in_000000234173,1,9900,0,0,2024-06-23,2024-06-23
in_000000071222,1,79900,0,0,2024-06-19,2024-06-19
in_000000230881,1,9900,0,0,2024-06-18,2024-06-18
in_000000038956,1,9900,0,0,2024-06-07,2024-06-07
in_000000075334,1,199900,0,0,2024-06-06,2024-06-06
in_000000072765,1,9900,0,0,2024-06-16,2024-06-16
in_000000046691,1,79900,0,0,2024-06-12,2024-06-12
in_000000306919,1,9900,0,0,2024-06-19,2024-06-19
in_000000275637,1,9900,0,0,2024-06-05,2024-06-05
in_000000316329,1,9900,0,0,2024-06-16,2024-06-16
in_000000163468,1,9900,0,0,2024-06-07,2024-06-07
in_000000318506,1,29900,0,0,2024-06-10,2024-06-10
in_000000053405,1,79900,0,0,2024-06-24,2024-06-24
in_000000072442,1,9900,0,0,2024-06-11,2024-06-11
in_000000015021,1,9900,0,0,2024-06-07,2024-06-07
in_000000265261,1,8415,1,0,2024-06-06,2024-07-11
in_000000313266,1,29900,0,0,2024-06-26,2024-06-26
in_000000032086,1,9900,0,0,2024-06-04,2024-06-04
in_000000126929,1,199900,0,0,2024-06-23,2024-06-23
in_000000017105,1,29900,0,0,2024-06-17,2024-06-17
in_000000029772,1,9900,0,0,2024-06-19,2024-06-19
in_000000126884,1,79900,0,0,2024-06-05,2024-06-05
in_000000060214,1,79900,0,0,2024-06-20,2024-06-20
in_000000267061,1,79900,0,0,2024-06-13,2024-06-13
in_000000227619,1,29900,0,0,2024-06-10,2024-06-10
in_000000314542,1,199900,0,0,2024-06-19,2024-06-19
in_000000104458,1,199900,0,0,2024-06-09,2024-06-09
in_000000014771,1,29900,0,0,2024-06-16,2024-06-16
in_000000175135,1,29900,0,0,2024-06-23,2024-06-23
in_000000176241,1,79900,0,0,2024-06-18,2024-06-18
in_000000209012,1,9900,0,0,2024-06-18,2024-06-18
in_000000006781,1,79900,0,0,2024-06-16,2024-06-16
in_000000312186,1,79900,0,0,2024-06-15,2024-06-15
in_000000190887,1,9900,0,0,2024-06-20,2024-06-20
in_000000295000,1,9900,0,0,2024-06-26,2024-06-26
in_000000049151,1,9900,0,0,2024-06-04,2024-06-04
in_000000074976,1,9900,0,0,2024-06-04,2024-06-04
in_000000238707,1,29900,0,0,2024-06-22,2024-06-22
in_000000114193,1,29900,0,0,2024-06-17,2024-06-17
in_000000182743,1,9900,0,0,2024-06-11,2024-06-11
in_000000192296,1,799000,0,0,2024-06-12,2024-06-12
in_000000050546,1,9900,0,0,2024-06-13,2024-06-13
in_000000010838,1,9900,0,0,2024-06-18,2024-06-18
in_000000235150,1,9900,0,0,2024-06-21,2024-06-21
in_000000000990,1,9900,0,0,2024-06-05,2024-06-05
in_000000223110,1,29900,0,0,2024-06-16,2024-06-16
in_000000021536,1,29900,0,0,2024-06-15,2024-06-15
in_000000097330,1,29900,0,0,2024-06-24,2024-06-24
in_000000096387,1,9900,0,0,2024-06-25,2024-06-25
in_000000151193,1,29900,0,0,2024-06-08,2024-06-08
in_000000279422,1,199900,0,0,2024-06-10,2024-06-10
in_000000056235,1,9900,0,0,2024-06-22,2024-06-22
in_000000090227,1,29900,0,0,2024-06-06,2024-06-06
in_000000069376,1,9900,0,0,2024-06-06,2024-06-06
in_000000265209,1,9900,0,0,2024-06-22,2024-06-22
in_000000145225,1,79900,0,0,2024-06-16,2024-06-16
in_000000228681,1,79900,0,0,2024-06-10,2024-06-10
in_000000092619,1,29900,0,0,2024-06-15,2024-06-15
in_000000069825,1,9900,0,0,2024-06-10,2024-06-10
in_000000226996,1,9900,0,0,2024-06-08,2024-06-08
in_000000144809,1,29900,0,0,2024-06-14,2024-06-14
in_000000225044,1,79900,0,0,2024-06-08,2024-06-08
in_000000030032,1,29900,0,0,2024-06-12,2024-06-12
in_000000227286,1,9900,0,0,2024-06-23,2024-06-23
in_000000052053,1,79900,0,0,2024-06-19,2024-06-19
in_000000113082,1,9900,0,0,2024-06-22,2024-06-22
in_000000079010,1,79900,0,0,2024-06-17,2024-06-17
in_000000133148,1,9900,0,0,2024-06-21,2024-06-21
in_000000296574,1,9900,0,0,2024-06-08,2024-06-08
in_000000233022,1,9900,0,0,2024-06-08,2024-06-08
in_000000107515,1,29900,0,0,2024-06-14,2024-06-14
in_000000229837,1,29900,0,0,2024-06-08,2024-06-08
in_000000190190,1,29900,0,0,2024-06-07,2024-06-07
in_000000200845,1,29900,0,0,2024-06-05,2024-06-05
in_000000295111,1,9900,0,0,2024-06-14,2024-06-14
in_000000112724,1,29900,0,0,2024-06-03,2024-06-03
in_000000184288,1,29900,0,0,2024-06-16,2024-06-16
in_000000319054,1,9900,0,0,2024-06-25,2024-06-25
in_000000168555,1,9900,0,0,2024-06-09,2024-06-09
in_000000155477,1,9900,0,0,2024-06-25,2024-06-25
in_000000089819,1,9900,0,0,2024-06-22,2024-06-22
in_000000171635,1,79900,0,0,2024-06-11,2024-06-11
in_000000308766,1,9900,0,0,2024-06-14,2024-06-14
