INVOICE_ID,PROCESSOR_BALANCE_AMOUNT_CENTS,PROCESSOR_CAPTURED_CHARGE_COUNT,PROCESSOR_UNCAPTURED_CHARGE_COUNT,PROCESSOR_FAILED_CHARGE_COUNT,HAS_REFUND_ACTIVITY,HAS_DISPUTE_ACTIVITY,HAS_DISPUTE_RAISED,HAS_DISPUTE_REVERSAL,HAS_CHARGE_WITHOUT_BALANCE,HAS_BALANCE_WITHOUT_CHARGE,FIRST_CHARGE_AVAILABLE_DATE,LAST_CHARGE_AVAILABLE_DATE
in_000000246687,9900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000144330,3960,1,0,0,0,1,1,0,0,0,2024-06-11,2024-06-11
in_000000028910,9900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000001498,9900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000165105,9900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000295858,29900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000231185,79900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000048383,79900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000319865,79900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000114193,29900,1,0,0,0,0,0,0,0,0,2024-06-17,2024-06-17
in_000000181369,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000256390,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000030638,29900,1,0,0,0,0,0,0,0,0,2024-06-04,2024-06-04
in_000000286526,9900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000247760,79900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000142924,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000146292,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000274102,29900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000230694,9900,1,0,0,0,0,0,0,0,0,2024-06-21,2024-06-21
in_000000262096,9900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000196191,29900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000215115,9900,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000180987,79900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000217361,9900,1,0,0,0,0,0,0,0,0,2024-06-21,2024-06-21
in_000000038250,29900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000266555,1999000,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000177983,29900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000153463,29900,1,0,0,0,0,0,0,0,0,2024-06-04,2024-06-04
in_000000264517,9900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000174078,79900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000091901,9900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000116305,9900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000075234,79900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000210970,9900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000288884,29900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000083173,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000037133,9900,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000193000,199900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000017921,9900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000017314,99000,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000034075,9900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000178043,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000120942,79900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000037323,9900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000291365,9900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000243558,9900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000234453,29900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000154528,29900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000264792,199900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000209334,9900,1,0,0,0,0,0,0,0,0,2024-06-04,2024-06-04
in_000000167803,71910,1,0,0,1,0,0,0,0,0,2024-06-19,2024-06-19
in_000000208601,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000206552,29900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000038964,799000,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000013887,29900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000170728,29900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000047278,9900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000148414,79900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000064014,9900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000247683,29900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000050366,9900,1,0,0,0,0,0,0,0,0,2024-06-03,2024-06-03
in_000000055759,29900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000013360,29900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000265304,9900,1,0,0,0,0,0,0,0,0,2024-06-17,2024-06-17
in_000000262073,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000041181,79900,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000313499,79900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000186215,29900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000065383,9900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000180488,29900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000065672,9900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000090163,29900,1,0,0,0,0,0,0,0,0,2024-06-21,2024-06-21
in_000000045762,9900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000067229,79900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000294723,29900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000151680,9900,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000247330,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000115917,9900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000206596,29900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000273792,29900,1,0,0,0,0,0,0,0,0,2024-06-21,2024-06-21
in_000000261886,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000285054,9900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000116184,9900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000288773,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000181204,9900,1,0,0,0,0,0,0,0,0,2024-06-03,2024-06-03
in_000000314390,79900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000132623,9900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000074867,9900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000296100,9900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000009302,9900,1,0,0,0,0,0,0,0,0,2024-06-03,2024-06-03
in_000000273584,99000,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000044510,29900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000275380,9900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000063408,29900,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000073324,29900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000223922,79900,1,0,0,0,0,0,0,0,0,2024-06-22,2024-06-22
in_000000208103,29900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000208005,199900,1,0,0,0,0,0,0,0,0,2024-06-04,2024-06-04
in_000000226932,29900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000255442,9900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000287122,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000216502,79900,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000093006,9900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000155776,9900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000197474,9900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000016101,299000,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000310204,299000,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000018863,29900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000297028,29900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000293436,9900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000083678,99000,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000160524,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000056025,199900,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000046691,79900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000126385,59925,1,0,0,1,0,0,0,0,0,2024-06-04,2024-06-04
in_000000150579,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000056667,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000248278,29900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000044873,79900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000213987,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000282980,199900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000169718,29900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000074347,79900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000244068,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000308843,99000,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000319157,9900,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000074825,9900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000011387,29900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000038101,9900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000243197,79900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000082271,9900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000190294,9900,1,0,0,0,0,0,0,0,0,2024-06-21,2024-06-21
in_000000077627,9900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000154855,9900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000136508,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000116693,9900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000105566,79900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000267169,9900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000091072,29900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000164270,28405,1,0,0,1,0,0,0,0,0,2024-06-12,2024-06-12
in_000000073189,29900,1,0,0,0,0,0,0,0,0,2024-06-25,2024-06-25
in_000000015489,79900,1,0,0,0,0,0,0,0,0,2024-06-03,2024-06-03
in_000000050745,29900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000119578,9900,1,0,0,0,0,0,0,0,0,2024-06-22,2024-06-22
in_000000094798,9900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000086004,99000,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000233586,9900,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000245304,29900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000118917,79900,1,0,0,0,0,0,0,0,0,2024-06-04,2024-06-04
in_000000162728,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000274356,9900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000166380,29900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000265800,199900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000042866,199900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000209212,9900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000286614,29900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000151407,29900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000045700,9900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000195765,9900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000129379,9900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000290119,299000,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000157877,9900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000146764,29900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000139481,29900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000176535,9900,1,0,0,0,0,0,0,0,0,2024-06-04,2024-06-04
in_000000061367,9900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000319273,79900,1,0,0,0,0,0,0,0,0,2024-06-04,2024-06-04
in_000000047610,9900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000131691,99000,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000126698,29900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000315421,79900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000279236,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000007571,79900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000156120,79900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000265108,9900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000198442,9900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000185106,9900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000004223,9900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000236281,299000,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000071938,9900,1,0,0,0,0,0,0,0,0,2024-06-04,2024-06-04
in_000000149756,9900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000169685,29900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000093820,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000257224,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000180778,79900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000037476,9900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000209186,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000065289,9900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000078493,29900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000069541,79900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000245403,79900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000213298,79900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000119562,9900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000005035,29900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000041448,29900,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000088277,29900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000226736,299000,1,0,0,0,0,0,0,0,0,2024-06-17,2024-06-17
in_000000149244,9900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000006212,9900,1,0,0,0,0,0,0,0,0,2024-06-22,2024-06-22
in_000000100859,9900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000312194,199900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000206514,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000217442,9900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000263394,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000046960,9900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000105955,29900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000289193,9900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000220663,29900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000036171,9900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000243631,29900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000148305,9900,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000146958,29900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000179651,9900,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000096680,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000243509,9900,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000220940,9900,1,0,0,0,0,0,0,0,0,2024-06-17,2024-06-17
in_000000232416,79900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000134071,29900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000219711,9900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000234951,9900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000036073,9900,1,0,0,0,0,0,0,0,0,2024-06-25,2024-06-25
in_000000211367,79900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000074622,29900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000140287,9900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000175647,29900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000080140,9900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000130558,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000132688,29900,1,0,0,0,0,0,0,0,0,2024-06-22,2024-06-22
in_000000089435,9900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000075010,79900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000141064,29900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000241579,9900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000024558,9900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000052585,9900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000219575,799000,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000292481,29900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000131722,29900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000178562,9900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000062683,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000170624,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000233515,9900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000052621,29900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000147079,29900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000063992,29900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000116949,9900,1,0,0,0,0,0,0,0,0,2024-06-21,2024-06-21
in_000000303023,9900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000099068,29900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000065869,79900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000144041,9900,1,0,0,0,0,0,0,0,0,2024-06-17,2024-06-17
in_000000214546,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000190042,9900,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000177572,79900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000240798,79900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000193100,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000074036,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000068833,9900,1,0,0,0,0,0,0,0,0,2024-06-20,2024-06-20
in_000000155398,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000181117,99000,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000190900,9900,1,0,0,0,0,0,0,0,0,2024-06-26,2024-06-26
in_000000096710,79900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000294183,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000014782,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000067429,29900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000194209,29900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000277376,79900,1,0,0,0,0,0,0,0,0,2024-06-03,2024-06-03
in_000000013660,199900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000224646,9900,1,0,0,0,0,0,0,0,0,2024-06-25,2024-06-25
in_000000077860,9900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000234173,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000083411,9900,1,0,0,0,0,0,0,0,0,2024-06-25,2024-06-25
in_000000250651,9900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000286052,29900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000061657,9900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000102256,9900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000311279,79900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000289528,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000272224,199900,1,0,0,0,0,0,0,0,0,2024-06-03,2024-06-03
in_000000239725,299000,1,0,0,0,0,0,0,0,0,2024-06-22,2024-06-22
in_000000286924,9900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000092204,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000183650,9900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000245200,79900,1,0,0,0,0,0,0,0,0,2024-06-10,2024-06-10
in_000000242931,29900,1,0,0,0,0,0,0,0,0,2024-06-04,2024-06-04
in_000000021578,9900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000303400,29900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000056417,9900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000060178,9900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000156737,79900,1,0,0,0,0,0,0,0,0,2024-06-24,2024-06-24
in_000000151438,79900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000084240,29900,1,0,0,0,0,0,0,0,0,2024-06-18,2024-06-18
in_000000140484,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000138337,99000,1,0,0,0,0,1,1,0,0,2024-06-11,2024-06-11
in_000000261144,9900,1,0,0,0,0,0,0,0,0,2024-06-25,2024-06-25
in_000000103862,9900,1,0,0,0,0,0,0,0,0,2024-06-07,2024-06-07
in_000000234076,79900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000035544,29900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000038929,99000,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000307843,9900,1,0,0,0,0,0,0,0,0,2024-06-17,2024-06-17
in_000000147951,9900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000271876,9900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000263527,9900,1,0,0,0,0,0,0,0,0,2024-06-13,2024-06-13
in_000000111533,79900,1,0,0,0,0,0,0,0,0,2024-06-23,2024-06-23
in_000000022881,29900,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000039664,29900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000030603,799600,1,0,0,0,1,1,0,0,0,2024-06-17,2024-06-17
in_000000195154,79900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000021199,9900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000132064,79900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000012560,9900,1,0,0,0,0,0,0,0,0,2024-06-15,2024-06-15
in_000000238040,28405,1,0,0,1,0,0,0,0,0,2024-06-20,2024-06-20
in_000000036631,29900,1,0,0,0,0,0,0,0,0,2024-06-06,2024-06-06
in_000000232378,29900,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000158003,28405,1,0,0,1,0,0,0,0,0,2024-06-06,2024-06-06
in_000000297467,79900,1,0,0,0,0,0,0,0,0,2024-06-21,2024-06-21
in_000000134145,79900,1,0,0,0,0,0,0,0,0,2024-07-03,2024-07-03
in_000000251633,199900,1,0,0,0,0,0,0,0,0,2024-06-05,2024-06-05
in_000000052459,199900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000271911,29900,1,0,0,0,0,0,0,0,0,2024-06-14,2024-06-14
in_000000178597,199900,1,0,0,0,0,0,0,0,0,2024-06-09,2024-06-09
in_000000021851,29900,1,0,0,0,0,0,0,0,0,2024-06-12,2024-06-12
in_000000111913,29900,1,0,0,0,0,0,0,0,0,2024-06-16,2024-06-16
in_000000169467,29900,1,0,0,0,0,0,0,0,0,2024-06-22,2024-06-22
in_000000299932,79900,1,0,0,0,0,0,0,0,0,2024-06-19,2024-06-19
in_000000102505,79900,1,0,0,0,0,0,0,0,0,2024-06-08,2024-06-08
in_000000063287,29900,1,0,0,0,0,0,0,0,0,2024-06-11,2024-06-11
in_000000145176,29900,1,0,0,0,0,0,0,0,0,2024-06-21,2024-06-21
