INVOICE_ID,CUSTOMER_ID,INVOICE_AMOUNT_PAID_CENTS
in_000000198795,cus_000000015907,9900
in_000000198837,cus_000000015912,29900
in_000000199026,cus_000000015927,29900
in_000000199089,cus_000000015930,9900
in_000000199110,cus_000000015933,9900
in_000000199439,cus_000000015961,29900
in_000000199523,cus_000000015965,9900
in_000000199551,cus_000000015966,29900
in_000000199880,cus_000000015996,9900
in_000000199978,cus_000000016000,199900
in_000000200230,cus_000000016027,9900
in_000000200412,cus_000000016040,29900
in_000000200692,cus_000000016057,79900
in_000000200986,cus_000000016076,79900
in_000000201161,cus_000000016093,79900
in_000000201826,cus_000000016138,29900
in_000000202092,cus_000000016153,29900
in_000000202267,cus_000000016164,199900
in_000000202288,cus_000000016166,79900
in_000000203121,cus_000000016227,79900
in_000000203359,cus_000000016241,9900
in_000000203597,cus_000000016254,9900
in_000000203660,cus_000000016260,9900
in_000000203982,cus_000000016284,9900
in_000000204857,cus_000000016363,9900
in_000000205459,cus_000000016405,9900
in_000000205963,cus_000000016453,9900
in_000000206173,cus_000000016470,79900
in_000000206404,cus_000000016492,9900
in_000000206432,cus_000000016494,29900
in_000000206453,cus_000000016497,9900
in_000000206712,cus_000000016514,9900
in_000000206845,cus_000000016525,9900
in_000000206866,cus_000000016526,29900
in_000000207188,cus_000000016541,29900
in_000000207671,cus_000000016579,9900
in_000000208028,cus_000000016604,9900
in_000000208119,cus_000000016611,79900
in_000000208196,cus_000000016616,29900
in_000000208504,cus_000000016638,9900
in_000000208518,cus_000000016639,9900
in_000000180284,cus_000000014399,79900
in_000000180578,cus_000000014425,9900
in_000000180641,cus_000000014433,9900
in_000000180795,cus_000000014450,799000
in_000000180998,cus_000000014470,79900
in_000000181117,cus_000000014482,99000
in_000000181369,cus_000000014508,29900
in_000000181488,cus_000000014519,9900
in_000000181845,cus_000000014543,9900
in_000000181978,cus_000000014551,9900
in_000000182258,cus_000000014574,799000
in_000000182349,cus_000000014581,79900
in_000000182419,cus_000000014584,29900
in_000000182461,cus_000000014587,9900
in_000000182615,cus_000000014594,79900
in_000000182699,cus_000000014602,99000
in_000000182937,cus_000000014614,79900
in_000000182951,cus_000000014617,9900
in_000000183168,cus_000000014631,79900
in_000000184288,cus_000000014747,29900
in_000000184337,cus_000000014751,9900
in_000000184638,cus_000000014778,299000
in_000000184645,cus_000000014779,9900
in_000000184743,cus_000000014788,9900
in_000000185037,cus_000000014801,9900
in_000000185072,cus_000000014803,9900
in_000000185226,cus_000000014815,29900
in_000000185737,cus_000000014845,29900
in_000000186017,cus_000000014862,29900
in_000000186066,cus_000000014873,9900
in_000000186409,cus_000000014899,29900
in_000000186479,cus_000000014903,9900
in_000000179817,cus_000000014364,99000
in_000000179901,cus_000000014369,29900
in_000000180041,cus_000000014375,29900
in_000000187361,cus_000000014980,79900
in_000000187543,cus_000000014994,9900
in_000000187585,cus_000000015002,29900
in_000000187613,cus_000000015005,9900
in_000000180398,cus_000000014408,9900
in_000000180867,cus_000000014457,9900
in_000000187781,cus_000000015014,9900
in_000000180923,cus_000000014464,9900
in_000000181182,cus_000000014489,9900
in_000000181259,cus_000000014498,9900
in_000000181322,cus_000000014504,9900
in_000000181413,cus_000000014512,9900
in_000000181469,cus_000000014516,199900
in_000000188432,cus_000000015068,79900
in_000000188474,cus_000000015072,29900
in_000000188551,cus_000000015077,79900
in_000000188684,cus_000000015094,199900
in_000000188894,cus_000000015122,9900
in_000000188943,cus_000000015126,299000
in_000000189104,cus_000000015133,9900
in_000000189139,cus_000000015134,79900
in_000000189195,cus_000000015136,9900
in_000000189615,cus_000000015169,29900
in_000000181532,cus_000000014523,9900
in_000000181693,cus_000000014534,9900
in_000000181728,cus_000000014535,9900
in_000000181749,cus_000000014538,299000
in_000000181952,cus_000000014549,199900
in_000000182169,cus_000000014567,9900
in_000000182316,cus_000000014579,29900
in_000000182575,cus_000000014592,199900
in_000000190042,cus_000000015201,9900
in_000000190245,cus_000000015219,79900
in_000000190294,cus_000000015221,9900
in_000000190462,cus_000000015236,29900
in_000000182708,cus_000000014603,29900
in_000000182743,cus_000000014604,9900
in_000000182778,cus_000000014606,9900
in_000000182813,cus_000000014609,29900
in_000000183114,cus_000000014628,199900
in_000000190980,cus_000000015287,9900
in_000000183688,cus_000000014686,29900
in_000000191652,cus_000000015336,9900
in_000000183779,cus_000000014692,29900
in_000000183856,cus_000000014703,29900
in_000000184150,cus_000000014731,9900
in_000000184213,cus_000000014740,9900
in_000000184276,cus_000000014745,9900
in_000000191729,cus_000000015343,9900
in_000000191764,cus_000000015346,9900
in_000000192072,cus_000000015373,29900
in_000000184577,cus_000000014773,29900
in_000000184626,cus_000000014775,29900
in_000000184710,cus_000000014784,29900
in_000000184808,cus_000000014790,29900
in_000000192268,cus_000000015388,29900
in_000000192296,cus_000000015394,799000
in_000000192408,cus_000000015403,29900
in_000000192471,cus_000000015408,9900
in_000000192520,cus_000000015411,9900
in_000000192765,cus_000000015427,79900
in_000000184976,cus_000000014798,9900
in_000000192835,cus_000000015433,79900
in_000000192968,cus_000000015445,29900
in_000000193108,cus_000000015457,299000
in_000000193164,cus_000000015461,29900
in_000000193262,cus_000000015470,9900
in_000000185571,cus_000000014832,199900
in_000000185662,cus_000000014839,29900
in_000000185823,cus_000000014849,199900
in_000000193577,cus_000000015495,79900
in_000000193780,cus_000000015514,9900
in_000000193815,cus_000000015516,29900
in_000000186215,cus_000000014883,29900
in_000000186264,cus_000000014888,9900
in_000000186271,cus_000000014889,199900
in_000000194263,cus_000000015554,79900
in_000000194354,cus_000000015559,79900
in_000000186656,cus_000000014918,79900
in_000000186880,cus_000000014936,9900
in_000000187013,cus_000000014949,29900
in_000000187125,cus_000000014955,29900
in_000000194501,cus_000000015567,199900
in_000000194529,cus_000000015571,9900
in_000000194641,cus_000000015579,29900
in_000000194865,cus_000000015593,9900
in_000000187195,cus_000000014962,99000
in_000000187265,cus_000000014970,29900
in_000000187342,cus_000000014979,29900
in_000000187475,cus_000000014987,9900
in_000000187720,cus_000000015010,29900
in_000000188189,cus_000000015045,79900
in_000000188210,cus_000000015046,9900
in_000000188280,cus_000000015054,9900
in_000000188364,cus_000000015058,9900
in_000000188560,cus_000000015078,299000
in_000000188665,cus_000000015093,99000
in_000000188770,cus_000000015106,199900
in_000000188798,cus_000000015107,29900
in_000000195089,cus_000000015613,9900
in_000000195243,cus_000000015629,9900
in_000000195369,cus_000000015636,9900
in_000000188966,cus_000000015127,29900
in_000000189043,cus_000000015130,29900
in_000000189162,cus_000000015135,9900
in_000000189407,cus_000000015157,9900
in_000000189463,cus_000000015161,29900
in_000000189498,cus_000000015164,79900
in_000000189771,cus_000000015180,29900
in_000000179809,cus_000000014363,29900
in_000000180075,cus_000000014377,9900
in_000000180096,cus_000000014380,9900
in_000000180222,cus_000000014395,29900
in_000000196314,cus_000000015701,9900
in_000000196356,cus_000000015704,9900
in_000000196426,cus_000000015710,99000
in_000000196573,cus_000000015719,9900
in_000000190030,cus_000000015200,29900
in_000000190226,cus_000000015215,79900
in_000000190422,cus_000000015233,79900
in_000000196818,cus_000000015740,29900
in_000000196839,cus_000000015741,9900
in_000000197147,cus_000000015764,29900
in_000000190597,cus_000000015254,199900
in_000000180481,cus_000000014415,199900
in_000000180488,cus_000000014416,29900
in_000000180558,cus_000000014423,29900
in_000000180663,cus_000000014437,79900
in_000000180670,cus_000000014438,9900
in_000000180880,cus_000000014460,9900
in_000000191185,cus_000000015300,29900
in_000000191220,cus_000000015301,29900
in_000000191402,cus_000000015311,9900
in_000000191521,cus_000000015320,29900
in_000000191535,cus_000000015321,9900
in_000000181034,cus_000000014474,9900
in_000000197882,cus_000000015830,9900
in_000000198008,cus_000000015839,9900
in_000000198106,cus_000000015846,9900
in_000000191829,cus_000000015353,199900
in_000000192046,cus_000000015370,29900
in_000000192487,cus_000000015409,29900
in_000000192641,cus_000000015421,29900
in_000000192732,cus_000000015426,29900
in_000000198442,cus_000000015879,9900
in_000000198673,cus_000000015897,29900
in_000000198743,cus_000000015904,29900
in_000000198974,cus_000000015921,199900
in_000000193026,cus_000000015451,79900
in_000000193068,cus_000000015454,99000
in_000000193229,cus_000000015466,9900
in_000000181741,cus_000000014537,29900
in_000000181776,cus_000000014539,79900
in_000000181804,cus_000000014540,29900
in_000000199009,cus_000000015924,9900
in_000000199065,cus_000000015929,29900
in_000000199338,cus_000000015954,79900
in_000000193495,cus_000000015488,29900
in_000000193726,cus_000000015510,9900
in_000000193915,cus_000000015529,29900
in_000000182224,cus_000000014569,29900
in_000000182385,cus_000000014583,29900
in_000000182497,cus_000000014588,29900
in_000000182511,cus_000000014589,29900
in_000000199583,cus_000000015969,9900
in_000000199695,cus_000000015979,199900
in_000000199730,cus_000000015982,9900
in_000000194132,cus_000000015543,29900
in_000000194209,cus_000000015551,29900
in_000000182903,cus_000000014612,9900
in_000000182987,cus_000000014618,9900
in_000000200150,cus_000000016017,199900
in_000000200374,cus_000000016038,29900
in_000000200514,cus_000000016047,9900
in_000000183281,cus_000000014639,9900
in_000000194510,cus_000000015568,29900
in_000000194622,cus_000000015578,9900
in_000000194685,cus_000000015581,9900
in_000000194762,cus_000000015586,9900
in_000000194769,cus_000000015587,9900
in_000000194790,cus_000000015589,29900
in_000000194944,cus_000000015603,29900
in_000000200892,cus_000000016068,29900
in_000000201067,cus_000000016083,9900
in_000000183967,cus_000000014715,29900
in_000000184002,cus_000000014716,29900
in_000000184030,cus_000000014719,29900
in_000000184114,cus_000000014730,29900
in_000000184254,cus_000000014744,29900
in_000000184541,cus_000000014771,9900
in_000000195154,cus_000000015618,79900
in_000000195161,cus_000000015619,79900
in_000000195196,cus_000000015623,29900
in_000000185262,cus_000000014816,199900
in_000000185360,cus_000000014821,79900
in_000000201340,cus_000000016101,29900
in_000000201424,cus_000000016109,29900
in_000000201480,cus_000000016114,9900
in_000000195637,cus_000000015654,199900
in_000000195651,cus_000000015655,9900
in_000000195833,cus_000000015667,79900
in_000000195966,cus_000000015674,29900
in_000000196036,cus_000000015678,9900
in_000000196169,cus_000000015688,9900
in_000000185598,cus_000000014833,29900
in_000000201907,cus_000000016142,99000
in_000000202047,cus_000000016151,79900
in_000000202159,cus_000000016158,9900
in_000000202208,cus_000000016161,79900
in_000000202614,cus_000000016187,9900
in_000000202936,cus_000000016218,29900
in_000000186130,cus_000000014877,9900
in_000000186291,cus_000000014890,79900
in_000000186529,cus_000000014908,9900
in_000000203146,cus_000000016228,79900
in_000000203307,cus_000000016238,9900
in_000000203384,cus_000000016243,9900
in_000000203419,cus_000000016244,9900
in_000000203461,cus_000000016246,9900
in_000000196442,cus_000000015711,29900
in_000000186725,cus_000000014924,29900
in_000000186844,cus_000000014931,99000
in_000000186956,cus_000000014942,9900
in_000000196918,cus_000000015746,9900
in_000000197044,cus_000000015754,29900
in_000000197079,cus_000000015760,9900
in_000000197170,cus_000000015765,9900
in_000000197240,cus_000000015774,29900
in_000000197268,cus_000000015775,9900
in_000000203531,cus_000000016252,79900
in_000000203643,cus_000000016258,79900
in_000000203797,cus_000000016268,9900
in_000000187159,cus_000000014957,9900
in_000000187292,cus_000000014971,199900
in_000000187698,cus_000000015009,79900
in_000000197415,cus_000000015784,9900
in_000000197443,cus_000000015786,29900
in_000000197548,cus_000000015791,9900
in_000000197716,cus_000000015807,9900
in_000000204280,cus_000000016310,29900
in_000000187838,cus_000000015024,9900
in_000000187999,cus_000000015034,9900
in_000000188020,cus_000000015035,9900
in_000000197898,cus_000000015832,29900
in_000000198052,cus_000000015843,799000
in_000000198388,cus_000000015872,9900
in_000000198409,cus_000000015878,9900
in_000000204658,cus_000000016347,79900
in_000000204826,cus_000000016357,9900
in_000000205001,cus_000000016375,9900
in_000000205029,cus_000000016378,9900
in_000000188496,cus_000000015073,9900
in_000000188692,cus_000000015095,9900
in_000000205400,cus_000000016401,9900
in_000000205729,cus_000000016432,29900
in_000000188846,cus_000000015114,29900
in_000000189000,cus_000000015128,199900
in_000000189077,cus_000000015131,199900
in_000000189224,cus_000000015143,9900
in_000000189273,cus_000000015146,199900
in_000000198493,cus_000000015884,79900
in_000000198864,cus_000000015915,29900
in_000000189812,cus_000000015182,9900
in_000000189847,cus_000000015183,9900
in_000000189903,cus_000000015187,79900
in_000000189952,cus_000000015191,29900
in_000000206261,cus_000000016476,29900
in_000000206310,cus_000000016484,299000
in_000000190183,cus_000000015211,29900
in_000000190190,cus_000000015212,29900
in_000000190281,cus_000000015220,29900
in_000000190386,cus_000000015229,9900
in_000000190442,cus_000000015235,79900
in_000000206730,cus_000000016515,29900
in_000000206737,cus_000000016517,29900
in_000000206744,cus_000000016518,79900
in_000000199774,cus_000000015987,9900
in_000000199788,cus_000000015988,29900
in_000000199802,cus_000000015990,29900
in_000000199823,cus_000000015991,79900
in_000000199914,cus_000000015997,29900
in_000000200012,cus_000000016001,29900
in_000000200040,cus_000000016003,299000
in_000000200096,cus_000000016011,29900
in_000000200117,cus_000000016014,29900
in_000000190624,cus_000000015256,79900
in_000000190771,cus_000000015273,9900
in_000000190918,cus_000000015283,79900
in_000000191079,cus_000000015294,29900
in_000000200313,cus_000000016032,29900
in_000000200320,cus_000000016033,9900
in_000000200572,cus_000000016050,9900
in_000000207122,cus_000000016539,79900
in_000000207388,cus_000000016555,29900
in_000000191380,cus_000000015308,29900
in_000000191429,cus_000000015314,9900
in_000000191492,cus_000000015318,9900
in_000000191618,cus_000000015333,29900
in_000000200782,cus_000000016063,79900
in_000000200817,cus_000000016064,9900
in_000000200845,cus_000000016065,29900
in_000000200999,cus_000000016079,79900
in_000000207521,cus_000000016568,9900
in_000000207528,cus_000000016569,299000
in_000000207906,cus_000000016593,29900
in_000000201377,cus_000000016104,9900
in_000000201433,cus_000000016110,29900
in_000000201447,cus_000000016111,79900
in_000000201783,cus_000000016136,9900
in_000000201790,cus_000000016137,9900
in_000000191856,cus_000000015355,29900
in_000000191884,cus_000000015357,29900
in_000000192213,cus_000000015384,79900
in_000000208536,cus_000000016641,29900
in_000000202021,cus_000000016150,9900
in_000000202077,cus_000000016152,9900
in_000000202357,cus_000000016170,9900
in_000000202364,cus_000000016173,799000
in_000000192248,cus_000000015387,79900
in_000000192325,cus_000000015396,9900
in_000000192339,cus_000000015398,9900
in_000000192612,cus_000000015419,9900
in_000000192773,cus_000000015428,29900
in_000000202462,cus_000000016182,29900
in_000000202497,cus_000000016183,9900
in_000000202581,cus_000000016186,9900
in_000000202742,cus_000000016203,9900
in_000000202819,cus_000000016209,199900
in_000000202861,cus_000000016212,9900
in_000000192906,cus_000000015440,79900
in_000000192948,cus_000000015443,9900
in_000000193151,cus_000000015460,9900
in_000000193179,cus_000000015464,9900
in_000000193200,cus_000000015465,9900
in_000000203470,cus_000000016247,9900
in_000000203512,cus_000000016251,9900
in_000000193396,cus_000000015482,299000
in_000000193424,cus_000000015483,199900
in_000000193690,cus_000000015506,79900
in_000000203652,cus_000000016259,29900
in_000000203813,cus_000000016270,9900
in_000000204030,cus_000000016290,9900
in_000000193949,cus_000000015532,79900
in_000000194397,cus_000000015561,29900
in_000000194453,cus_000000015564,79900
in_000000204261,cus_000000016309,79900
in_000000204436,cus_000000016322,9900
in_000000204513,cus_000000016331,79900
in_000000204618,cus_000000016340,29900
in_000000194488,cus_000000015566,29900
in_000000194579,cus_000000015575,79900
in_000000194922,cus_000000015598,199900
in_000000195027,cus_000000015608,29900
in_000000195041,cus_000000015611,199900
in_000000204688,cus_000000016348,9900
in_000000204772,cus_000000016354,29900
in_000000205010,cus_000000016376,9900
in_000000205178,cus_000000016384,79900
in_000000195230,cus_000000015625,29900
in_000000195440,cus_000000015643,9900
in_000000205248,cus_000000016388,199900
in_000000205570,cus_000000016421,79900
in_000000205703,cus_000000016428,9900
in_000000205759,cus_000000016434,29900
in_000000195909,cus_000000015671,9900
in_000000195937,cus_000000015673,9900
in_000000196049,cus_000000015679,9900
in_000000196105,cus_000000015685,9900
in_000000205808,cus_000000016436,29900
in_000000206242,cus_000000016475,9900
in_000000196273,cus_000000015697,9900
in_000000196546,cus_000000015716,9900
in_000000196630,cus_000000015731,29900
in_000000206501,cus_000000016501,29900
in_000000206655,cus_000000016510,9900
in_000000206662,cus_000000016511,99000
in_000000206900,cus_000000016528,29900
in_000000196777,cus_000000015738,79900
in_000000196945,cus_000000015749,9900
in_000000196966,cus_000000015750,29900
in_000000197099,cus_000000015761,199900
in_000000207033,cus_000000016533,9900
in_000000207152,cus_000000016540,9900
in_000000207236,cus_000000016545,9900
in_000000207362,cus_000000016554,9900
in_000000197610,cus_000000015794,9900
in_000000197792,cus_000000015821,9900
in_000000207544,cus_000000016571,9900
in_000000207565,cus_000000016573,9900
in_000000207586,cus_000000016574,79900
in_000000207915,cus_000000016595,9900
in_000000198163,cus_000000015849,79900
in_000000208055,cus_000000016605,9900
in_000000208335,cus_000000016625,79900
in_000000208356,cus_000000016627,9900
in_000000208601,cus_000000016648,9900
in_000000198716,cus_000000015901,79900
in_000000198807,cus_000000015909,29900
in_000000198828,cus_000000015910,79900
in_000000199143,cus_000000015936,9900
in_000000199304,cus_000000015952,199900
in_000000199395,cus_000000015959,9900
in_000000199661,cus_000000015976,29900
in_000000200333,cus_000000016034,9900
in_000000200459,cus_000000016045,9900
in_000000200543,cus_000000016049,199900
in_000000200613,cus_000000016053,9900
in_000000200928,cus_000000016074,29900
in_000000200956,cus_000000016075,29900
in_000000201145,cus_000000016091,29900
in_000000201572,cus_000000016119,9900
in_000000201663,cus_000000016127,9900
in_000000201712,cus_000000016131,79900
in_000000201999,cus_000000016149,29900
in_000000202279,cus_000000016165,9900
in_000000202307,cus_000000016167,9900
in_000000202426,cus_000000016180,9900
in_000000202678,cus_000000016191,29900
in_000000203021,cus_000000016222,29900
in_000000203056,cus_000000016223,9900
in_000000203091,cus_000000016226,29900
in_000000203210,cus_000000016231,29900
in_000000203231,cus_000000016234,299000
in_000000203252,cus_000000016235,79900
in_000000203497,cus_000000016248,79900
in_000000203623,cus_000000016257,29900
in_000000203693,cus_000000016261,29900
in_000000203728,cus_000000016265,9900
in_000000203945,cus_000000016281,79900
in_000000204099,cus_000000016293,29900
in_000000204316,cus_000000016311,29900
in_000000204400,cus_000000016319,9900
in_000000204568,cus_000000016335,29900
in_000000204792,cus_000000016355,9900
in_000000204918,cus_000000016369,199900
in_000000205121,cus_000000016382,29900
in_000000205205,cus_000000016385,29900
in_000000205429,cus_000000016404,9900
in_000000205653,cus_000000016426,9900
in_000000205842,cus_000000016442,9900
in_000000205870,cus_000000016448,29900
in_000000205933,cus_000000016452,9900
in_000000206220,cus_000000016472,29900
in_000000179877,cus_000000014368,9900
in_000000180122,cus_000000014383,9900
in_000000180199,cus_000000014390,199900
in_000000180206,cus_000000014391,79900
in_000000180255,cus_000000014396,199900
in_000000206493,cus_000000016500,9900
in_000000206514,cus_000000016502,29900
in_000000206780,cus_000000016521,29900
in_000000206808,cus_000000016523,29900
in_000000207445,cus_000000016559,9900
in_000000180598,cus_000000014428,9900
in_000000180710,cus_000000014442,9900
in_000000180745,cus_000000014445,29900
in_000000180843,cus_000000014455,29900
in_000000207648,cus_000000016578,9900
in_000000207809,cus_000000016588,199900
in_000000207921,cus_000000016596,29900
in_000000207928,cus_000000016597,99000
in_000000208005,cus_000000016603,199900
in_000000181018,cus_000000014471,9900
in_000000181116,cus_000000014481,299000
in_000000181242,cus_000000014495,9900
in_000000181333,cus_000000014507,9900
in_000000181389,cus_000000014510,9900
in_000000181445,cus_000000014514,9900
in_000000208068,cus_000000016606,29900
in_000000208103,cus_000000016608,29900
in_000000208383,cus_000000016630,9900
in_000000208411,cus_000000016632,9900
in_000000181599,cus_000000014528,29900
in_000000181669,cus_000000014533,29900
in_000000182068,cus_000000014560,9900
in_000000182138,cus_000000014565,29900
in_000000182754,cus_000000014605,9900
in_000000182845,cus_000000014610,9900
in_000000183041,cus_000000014621,9900
in_000000183314,cus_000000014643,99000
in_000000183342,cus_000000014645,29900
in_000000183482,cus_000000014661,79900
in_000000183517,cus_000000014669,199900
in_000000183538,cus_000000014670,9900
in_000000183650,cus_000000014683,9900
in_000000183713,cus_000000014687,29900
in_000000183867,cus_000000014705,299000
in_000000183902,cus_000000014709,9900
in_000000184098,cus_000000014729,29900
in_000000184161,cus_000000014734,9900
in_000000184203,cus_000000014738,9900
in_000000184315,cus_000000014748,9900
in_000000184385,cus_000000014756,29900
in_000000184399,cus_000000014761,99000
in_000000184735,cus_000000014786,9900
in_000000185057,cus_000000014802,79900
in_000000185106,cus_000000014805,9900
in_000000185127,cus_000000014806,9900
in_000000185477,cus_000000014828,79900
in_000000185526,cus_000000014830,9900
in_000000185631,cus_000000014836,79900
in_000000186051,cus_000000014872,79900
in_000000186093,cus_000000014875,29900
in_000000186303,cus_000000014892,29900
in_000000186366,cus_000000014895,9900
in_000000186632,cus_000000014916,29900
in_000000186835,cus_000000014930,9900
in_000000187059,cus_000000014952,9900
in_000000187178,cus_000000014959,99000
in_000000187416,cus_000000014983,199900
in_000000188158,cus_000000015043,29900
in_000000188396,cus_000000015066,9900
in_000000188529,cus_000000015076,29900
in_000000188704,cus_000000015098,299000
in_000000189376,cus_000000015155,9900
in_000000189425,cus_000000015158,29900
in_000000189558,cus_000000015166,29900
in_000000189656,cus_000000015171,29900
in_000000189698,cus_000000015175,9900
in_000000189712,cus_000000015176,9900
in_000000190006,cus_000000015198,9900
in_000000190083,cus_000000015203,29900
in_000000190111,cus_000000015204,9900
in_000000190216,cus_000000015214,29900
in_000000190398,cus_000000015232,99000
in_000000190475,cus_000000015238,29900
in_000000190818,cus_000000015276,29900
in_000000191042,cus_000000015290,9900
in_000000191154,cus_000000015298,199900
in_000000191560,cus_000000015323,79900
in_000000191686,cus_000000015337,199900
in_000000191693,cus_000000015338,9900
in_000000192281,cus_000000015391,29900
in_000000192442,cus_000000015407,29900
in_000000192554,cus_000000015415,79900
in_000000193100,cus_000000015456,29900
in_000000193121,cus_000000015458,79900
in_000000193128,cus_000000015459,9900
in_000000193527,cus_000000015490,79900
in_000000193569,cus_000000015494,799000
in_000000193716,cus_000000015508,9900
in_000000193982,cus_000000015533,9900
in_000000194003,cus_000000015536,9900
in_000000194164,cus_000000015548,9900
in_000000194318,cus_000000015558,9900
in_000000194612,cus_000000015577,29900
in_000000194696,cus_000000015582,9900
in_000000194731,cus_000000015584,9900
in_000000194913,cus_000000015597,9900
in_000000195067,cus_000000015612,9900
in_000000195466,cus_000000015644,79900
in_000000196208,cus_000000015692,79900
in_000000196418,cus_000000015709,29900
in_000000196516,cus_000000015715,9900
in_000000196663,cus_000000015732,29900
in_000000196768,cus_000000015737,9900
in_000000197216,cus_000000015769,299000
in_000000197230,cus_000000015773,79900
in_000000197328,cus_000000015779,79900
in_000000197384,cus_000000015783,29900
in_000000197510,cus_000000015788,9900
in_000000197741,cus_000000015810,9900
in_000000197986,cus_000000015838,79900
in_000000198224,cus_000000015855,9900
in_000000198462,cus_000000015880,29900
in_000000199134,cus_000000015935,29900
in_000000199176,cus_000000015939,29900
in_000000199211,cus_000000015942,199900
in_000000199253,cus_000000015945,9900
in_000000199617,cus_000000015971,9900
in_000000199708,cus_000000015980,79900
in_000000199750,cus_000000015985,29900
in_000000200191,cus_000000016022,99000
in_000000200646,cus_000000016054,79900
in_000000200681,cus_000000016055,9900
in_000000200758,cus_000000016061,79900
in_000000201087,cus_000000016084,79900
in_000000201542,cus_000000016118,29900
in_000000201612,cus_000000016123,79900
in_000000201640,cus_000000016126,79900
in_000000201745,cus_000000016132,79900
in_000000201934,cus_000000016143,29900
in_000000202130,cus_000000016156,9900
in_000000202200,cus_000000016160,29900
in_000000202515,cus_000000016184,9900
in_000000202802,cus_000000016208,9900
in_000000202907,cus_000000016215,99000
in_000000203222,cus_000000016233,9900
in_000000203565,cus_000000016253,29900
in_000000203824,cus_000000016271,79900
in_000000204461,cus_000000016325,9900
in_000000204594,cus_000000016339,299000
in_000000204636,cus_000000016341,9900
in_000000204720,cus_000000016350,79900
in_000000204741,cus_000000016352,9900
in_000000204748,cus_000000016353,9900
in_000000205154,cus_000000016383,199900
in_000000205525,cus_000000016414,79900
in_000000205595,cus_000000016423,9900
in_000000205623,cus_000000016425,9900
in_000000205672,cus_000000016427,29900
in_000000205896,cus_000000016450,9900
in_000000206022,cus_000000016457,79900
in_000000206204,cus_000000016471,9900
in_000000206295,cus_000000016478,29900
in_000000206337,cus_000000016485,9900
in_000000206596,cus_000000016508,29900
in_000000207051,cus_000000016534,9900
in_000000207100,cus_000000016536,29900
in_000000207261,cus_000000016547,29900
in_000000207331,cus_000000016551,29900
in_000000207779,cus_000000016586,29900
in_000000207842,cus_000000016590,9900
in_000000207940,cus_000000016599,9900
in_000000207975,cus_000000016601,9900
in_000000208549,cus_000000016644,29900
in_000000208660,cus_000000016652,29900
in_000000208688,cus_000000016655,99000
in_000000208800,cus_000000016661,9900
in_000000208821,cus_000000016662,9900
in_000000208898,cus_000000016674,29900
in_000000209346,cus_000000016716,299000
in_000000209591,cus_000000016731,79900
in_000000209801,cus_000000016748,9900
in_000000209864,cus_000000016752,9900
in_000000209906,cus_000000016754,9900
in_000000210074,cus_000000016772,29900
in_000000210158,cus_000000016778,9900
in_000000210207,cus_000000016786,79900
in_000000210508,cus_000000016804,9900
in_000000210613,cus_000000016811,29900
in_000000210669,cus_000000016821,9900
in_000000210970,cus_000000016836,9900
in_000000211089,cus_000000016850,29900
in_000000211278,cus_000000016860,9900
in_000000211320,cus_000000016862,29900
in_000000211502,cus_000000016879,9900
in_000000211782,cus_000000016899,9900
in_000000212342,cus_000000016938,29900
in_000000212566,cus_000000016949,9900
in_000000212643,cus_000000016955,9900
in_000000212846,cus_000000016969,79900
in_000000212909,cus_000000016973,9900
in_000000213063,cus_000000016984,29900
in_000000213084,cus_000000016986,9900
in_000000213119,cus_000000016990,799000
in_000000213175,cus_000000016994,29900
in_000000213238,cus_000000016998,29900
in_000000213266,cus_000000017000,29900
in_000000213399,cus_000000017008,299000
in_000000213518,cus_000000017017,9900
in_000000213756,cus_000000017049,29900
in_000000213987,cus_000000017065,9900
in_000000214022,cus_000000017066,29900
in_000000214057,cus_000000017068,9900
in_000000214085,cus_000000017071,29900
in_000000214344,cus_000000017091,79900
in_000000214372,cus_000000017092,29900
in_000000214414,cus_000000017094,9900
in_000000214561,cus_000000017105,9900
in_000000214820,cus_000000017128,9900
in_000000215163,cus_000000017160,9900
in_000000215429,cus_000000017174,29900
in_000000215541,cus_000000017185,9900
in_000000216395,cus_000000017258,9900
in_000000216731,cus_000000017282,9900
in_000000216899,cus_000000017299,29900
in_000000217004,cus_000000017304,9900
in_000000217039,cus_000000017306,29900
in_000000217067,cus_000000017307,29900
in_000000217361,cus_000000017327,9900
in_000000217417,cus_000000017333,9900
in_000000217466,cus_000000017335,9900
in_000000217550,cus_000000017339,29900
in_000000217788,cus_000000017357,29900
in_000000217809,cus_000000017358,9900
in_000000217942,cus_000000017370,9900
in_000000217956,cus_000000017371,9900
in_000000218159,cus_000000017393,199900
in_000000218166,cus_000000017394,79900
in_000000218180,cus_000000017398,9900
in_000000218278,cus_000000017407,29900
in_000000218369,cus_000000017414,29900
in_000000218460,cus_000000017421,9900
in_000000218649,cus_000000017431,9900
in_000000218705,cus_000000017433,29900
in_000000218908,cus_000000017447,29900
in_000000219363,cus_000000017482,199900
in_000000219412,cus_000000017486,79900
in_000000219741,cus_000000017521,79900
in_000000219762,cus_000000017525,99000
in_000000219776,cus_000000017530,29900
in_000000219832,cus_000000017532,9900
in_000000220091,cus_000000017557,29900
in_000000220098,cus_000000017558,9900
in_000000220140,cus_000000017561,799000
in_000000220308,cus_000000017572,9900
in_000000220532,cus_000000017593,9900
in_000000220574,cus_000000017601,9900
