CUSTOMER_ID,FIRST_PAID_INVOICE_DATE,PAID_SIGNUP_COHORT_MONTH
cus_000000009597,2022-08-01,2022-08-01
cus_000000009608,2023-07-01,2023-07-01
cus_000000009617,2022-09-01,2022-09-01
cus_000000009637,2022-09-01,2022-09-01
cus_000000009648,2022-05-01,2022-05-01
cus_000000009650,2023-08-01,2023-08-01
cus_000000009652,2022-12-01,2022-12-01
cus_000000009664,2022-08-01,2022-08-01
cus_000000009668,2023-06-01,2023-06-01
cus_000000009680,2022-04-01,2022-04-01
cus_000000009705,2022-11-01,2022-11-01
cus_000000009711,2022-11-01,2022-11-01
cus_000000009725,2022-10-01,2022-10-01
cus_000000009739,2022-02-01,2022-02-01
cus_000000009745,2022-01-01,2022-01-01
cus_000000009747,2022-12-01,2022-12-01
cus_000000009761,2023-01-01,2023-01-01
cus_000000009777,2022-05-01,2022-05-01
cus_000000009781,2023-04-01,2023-04-01
cus_000000009785,2023-04-01,2023-04-01
cus_000000009799,2022-09-01,2022-09-01
cus_000000009801,2022-09-01,2022-09-01
cus_000000009812,2023-02-01,2023-02-01
cus_000000009836,2023-03-01,2023-03-01
cus_000000009845,2023-09-01,2023-09-01
cus_000000009847,2023-06-01,2023-06-01
cus_000000009850,2022-06-01,2022-06-01
cus_000000009857,2023-02-01,2023-02-01
cus_000000009877,2023-12-01,2023-12-01
cus_000000009898,2023-06-01,2023-06-01
cus_000000009904,2022-04-01,2022-04-01
cus_000000009918,2022-04-01,2022-04-01
cus_000000009920,2023-07-01,2023-07-01
cus_000000009922,2023-08-01,2023-08-01
cus_000000009942,2023-11-01,2023-11-01
cus_000000009947,2022-08-01,2022-08-01
cus_000000009951,2022-09-01,2022-09-01
cus_000000009982,2023-03-01,2023-03-01
cus_000000009985,2023-08-01,2023-08-01
cus_000000009989,2022-04-01,2022-04-01
cus_000000009994,2022-10-01,2022-10-01
cus_000000009997,2023-02-01,2023-02-01
cus_000000009998,2022-02-01,2022-02-01
cus_000000010003,2022-01-01,2022-01-01
cus_000000010014,2023-12-01,2023-12-01
cus_000000010030,2023-12-01,2023-12-01
cus_000000010059,2022-04-01,2022-04-01
cus_000000010067,2023-04-01,2023-04-01
cus_000000010086,2022-05-01,2022-05-01
cus_000000010107,2022-05-01,2022-05-01
cus_000000010116,2023-12-01,2023-12-01
cus_000000010130,2022-12-01,2022-12-01
cus_000000010158,2022-05-01,2022-05-01
cus_000000010162,2023-12-01,2023-12-01
cus_000000010185,2022-04-01,2022-04-01
cus_000000010186,2022-05-01,2022-05-01
cus_000000010192,2023-10-01,2023-10-01
cus_000000010204,2022-10-01,2022-10-01
cus_000000010215,2022-09-01,2022-09-01
cus_000000010221,2023-03-01,2023-03-01
cus_000000010242,2022-09-01,2022-09-01
cus_000000010249,2023-07-01,2023-07-01
cus_000000010263,2022-04-01,2022-04-01
cus_000000010268,2023-12-01,2023-12-01
cus_000000010292,2022-02-01,2022-02-01
cus_000000010296,2022-03-01,2022-03-01
cus_000000010340,2022-10-01,2022-10-01
cus_000000010346,2023-01-01,2023-01-01
cus_000000010349,2023-05-01,2023-05-01
cus_000000010352,2022-08-01,2022-08-01
cus_000000010372,2023-07-01,2023-07-01
cus_000000010376,2022-11-01,2022-11-01
cus_000000010383,2022-12-01,2022-12-01
cus_000000010393,2022-05-01,2022-05-01
cus_000000010394,2022-08-01,2022-08-01
cus_000000010404,2022-04-01,2022-04-01
cus_000000010421,2022-01-01,2022-01-01
cus_000000010424,2022-07-01,2022-07-01
cus_000000010428,2022-07-01,2022-07-01
cus_000000010434,2022-03-01,2022-03-01
cus_000000010436,2023-01-01,2023-01-01
cus_000000010437,2022-07-01,2022-07-01
cus_000000010460,2023-09-01,2023-09-01
cus_000000010465,2023-04-01,2023-04-01
cus_000000010494,2023-12-01,2023-12-01
cus_000000010504,2023-05-01,2023-05-01
cus_000000010528,2022-04-01,2022-04-01
cus_000000010539,2022-11-01,2022-11-01
cus_000000010543,2022-08-01,2022-08-01
cus_000000010578,2022-05-01,2022-05-01
cus_000000010582,2023-07-01,2023-07-01
cus_000000010634,2023-03-01,2023-03-01
cus_000000010657,2022-01-01,2022-01-01
cus_000000010663,2023-09-01,2023-09-01
cus_000000010682,2022-08-01,2022-08-01
cus_000000010688,2022-08-01,2022-08-01
cus_000000010689,2023-06-01,2023-06-01
cus_000000010693,2023-08-01,2023-08-01
cus_000000010701,2022-06-01,2022-06-01
cus_000000010707,2022-06-01,2022-06-01
cus_000000010721,2022-04-01,2022-04-01
cus_000000010722,2023-06-01,2023-06-01
cus_000000010740,2023-01-01,2023-01-01
cus_000000010745,2022-11-01,2022-11-01
cus_000000010754,2023-05-01,2023-05-01
cus_000000010771,2023-05-01,2023-05-01
cus_000000010774,2023-11-01,2023-11-01
cus_000000010776,2022-03-01,2022-03-01
cus_000000010777,2023-08-01,2023-08-01
cus_000000010788,2022-05-01,2022-05-01
cus_000000010791,2023-12-01,2023-12-01
cus_000000010793,2023-03-01,2023-03-01
cus_000000010795,2022-07-01,2022-07-01
cus_000000010802,2023-02-01,2023-02-01
cus_000000010858,2022-05-01,2022-05-01
cus_000000010885,2022-01-01,2022-01-01
cus_000000010913,2023-09-01,2023-09-01
cus_000000010943,2022-09-01,2022-09-01
cus_000000010960,2022-07-01,2022-07-01
cus_000000010961,2023-03-01,2023-03-01
cus_000000010974,2022-07-01,2022-07-01
cus_000000010988,2023-07-01,2023-07-01
cus_000000010989,2022-01-01,2022-01-01
cus_000000010998,2022-08-01,2022-08-01
cus_000000011013,2022-10-01,2022-10-01
cus_000000011014,2022-12-01,2022-12-01
cus_000000011018,2022-06-01,2022-06-01
cus_000000011023,2023-01-01,2023-01-01
cus_000000011050,2023-04-01,2023-04-01
cus_000000011071,2023-01-01,2023-01-01
cus_000000011099,2022-05-01,2022-05-01
cus_000000011101,2023-02-01,2023-02-01
cus_000000011114,2023-01-01,2023-01-01
cus_000000011125,2022-10-01,2022-10-01
cus_000000011131,2022-09-01,2022-09-01
cus_000000011132,2022-08-01,2022-08-01
cus_000000011133,2023-11-01,2023-11-01
cus_000000011138,2022-03-01,2022-03-01
cus_000000011146,2022-07-01,2022-07-01
cus_000000011157,2023-02-01,2023-02-01
cus_000000011158,2022-11-01,2022-11-01
cus_000000011165,2022-02-01,2022-02-01
cus_000000011179,2022-02-01,2022-02-01
cus_000000011184,2022-08-01,2022-08-01
cus_000000011202,2022-02-01,2022-02-01
cus_000000011206,2023-03-01,2023-03-01
cus_000000011209,2023-08-01,2023-08-01
cus_000000011210,2022-12-01,2022-12-01
cus_000000011283,2023-12-01,2023-12-01
cus_000000011322,2022-07-01,2022-07-01
cus_000000011325,2023-12-01,2023-12-01
cus_000000011262,2022-11-01,2022-11-01
cus_000000011349,2023-04-01,2023-04-01
cus_000000011353,2022-03-01,2022-03-01
cus_000000011364,2022-05-01,2022-05-01
cus_000000011373,2023-02-01,2023-02-01
cus_000000011385,2022-04-01,2022-04-01
cus_000000011389,2023-10-01,2023-10-01
cus_000000011407,2022-11-01,2022-11-01
cus_000000011414,2022-11-01,2022-11-01
cus_000000011417,2023-08-01,2023-08-01
cus_000000011428,2023-10-01,2023-10-01
cus_000000011429,2022-11-01,2022-11-01
cus_000000011437,2023-06-01,2023-06-01
cus_000000011441,2022-06-01,2022-06-01
cus_000000011454,2022-10-01,2022-10-01
cus_000000011472,2022-11-01,2022-11-01
cus_000000011497,2022-02-01,2022-02-01
cus_000000011503,2022-07-01,2022-07-01
cus_000000011516,2022-03-01,2022-03-01
cus_000000011541,2022-03-01,2022-03-01
cus_000000011579,2023-03-01,2023-03-01
cus_000000011610,2023-02-01,2023-02-01
cus_000000011627,2023-11-01,2023-11-01
cus_000000011629,2023-10-01,2023-10-01
cus_000000011630,2022-07-01,2022-07-01
cus_000000011640,2022-02-01,2022-02-01
cus_000000011643,2022-07-01,2022-07-01
cus_000000011654,2023-07-01,2023-07-01
cus_000000011683,2023-11-01,2023-11-01
cus_000000011685,2023-03-01,2023-03-01
cus_000000011702,2023-06-01,2023-06-01
cus_000000011728,2023-05-01,2023-05-01
cus_000000011738,2023-04-01,2023-04-01
cus_000000011751,2023-05-01,2023-05-01
cus_000000011752,2023-04-01,2023-04-01
cus_000000011765,2022-05-01,2022-05-01
cus_000000011772,2022-11-01,2022-11-01
cus_000000011786,2023-09-01,2023-09-01
cus_000000011822,2022-08-01,2022-08-01
cus_000000011848,2022-09-01,2022-09-01
cus_000000011862,2023-04-01,2023-04-01
cus_000000011865,2023-10-01,2023-10-01
cus_000000011876,2022-07-01,2022-07-01
cus_000000011888,2023-06-01,2023-06-01
cus_000000011889,2023-09-01,2023-09-01
cus_000000011890,2023-04-01,2023-04-01
cus_000000011916,2022-09-01,2022-09-01
cus_000000011928,2022-02-01,2022-02-01
cus_000000011930,2022-10-01,2022-10-01
cus_000000011945,2022-11-01,2022-11-01
cus_000000011949,2023-02-01,2023-02-01
cus_000000011958,2023-03-01,2023-03-01
cus_000000011975,2023-09-01,2023-09-01
cus_000000011989,2023-05-01,2023-05-01
cus_000000011997,2023-06-01,2023-06-01
cus_000000011998,2022-08-01,2022-08-01
cus_000000012000,2022-06-01,2022-06-01
cus_000000012005,2022-06-01,2022-06-01
cus_000000012034,2022-11-01,2022-11-01
cus_000000012040,2022-08-01,2022-08-01
cus_000000012105,2023-03-01,2023-03-01
cus_000000012137,2023-05-01,2023-05-01
cus_000000012165,2023-10-01,2023-10-01
cus_000000012174,2023-03-01,2023-03-01
cus_000000012223,2022-04-01,2022-04-01
cus_000000012157,2023-04-01,2023-04-01
cus_000000012161,2023-04-01,2023-04-01
cus_000000012164,2022-03-01,2022-03-01
cus_000000012166,2022-07-01,2022-07-01
cus_000000012182,2022-05-01,2022-05-01
cus_000000012210,2022-04-01,2022-04-01
cus_000000012267,2022-01-01,2022-01-01
cus_000000012283,2023-10-01,2023-10-01
cus_000000012293,2022-03-01,2022-03-01
cus_000000012297,2022-08-01,2022-08-01
cus_000000012111,2023-01-01,2023-01-01
cus_000000012315,2022-03-01,2022-03-01
cus_000000012132,2022-10-01,2022-10-01
cus_000000012342,2022-01-01,2022-01-01
cus_000000012350,2022-01-01,2022-01-01
cus_000000012353,2022-02-01,2022-02-01
cus_000000012378,2022-05-01,2022-05-01
cus_000000012473,2023-01-01,2023-01-01
cus_000000012475,2022-01-01,2022-01-01
cus_000000012478,2023-05-01,2023-05-01
cus_000000012482,2022-11-01,2022-11-01
cus_000000012483,2022-05-01,2022-05-01
cus_000000012497,2022-08-01,2022-08-01
cus_000000012505,2022-10-01,2022-10-01
cus_000000012516,2022-11-01,2022-11-01
cus_000000012541,2023-07-01,2023-07-01
cus_000000012543,2022-02-01,2022-02-01
cus_000000012552,2022-07-01,2022-07-01
cus_000000012575,2023-07-01,2023-07-01
cus_000000012578,2022-12-01,2022-12-01
cus_000000012603,2023-06-01,2023-06-01
cus_000000012341,2023-03-01,2023-03-01
cus_000000012664,2022-10-01,2022-10-01
cus_000000012682,2022-03-01,2022-03-01
cus_000000012696,2023-07-01,2023-07-01
cus_000000012703,2023-06-01,2023-06-01
cus_000000012727,2022-09-01,2022-09-01
cus_000000012761,2023-04-01,2023-04-01
cus_000000012767,2023-09-01,2023-09-01
cus_000000012770,2023-11-01,2023-11-01
cus_000000012772,2023-02-01,2023-02-01
cus_000000012841,2022-01-01,2022-01-01
cus_000000012592,2023-03-01,2023-03-01
cus_000000012840,2023-03-01,2023-03-01
cus_000000012670,2022-06-01,2022-06-01
cus_000000012764,2022-02-01,2022-02-01
cus_000000012849,2023-03-01,2023-03-01
cus_000000012863,2022-11-01,2022-11-01
cus_000000012866,2023-09-01,2023-09-01
cus_000000012870,2023-03-01,2023-03-01
cus_000000012885,2022-11-01,2022-11-01
cus_000000012902,2022-11-01,2022-11-01
cus_000000012377,2022-01-01,2022-01-01
cus_000000012380,2023-07-01,2023-07-01
cus_000000012985,2022-09-01,2022-09-01
cus_000000013003,2022-11-01,2022-11-01
cus_000000013006,2022-08-01,2022-08-01
cus_000000013024,2023-07-01,2023-07-01
cus_000000013027,2022-09-01,2022-09-01
cus_000000013036,2022-09-01,2022-09-01
cus_000000013043,2023-04-01,2023-04-01
cus_000000013057,2022-02-01,2022-02-01
cus_000000013060,2022-10-01,2022-10-01
cus_000000013074,2023-01-01,2023-01-01
cus_000000013088,2023-11-01,2023-11-01
cus_000000013111,2022-05-01,2022-05-01
cus_000000013119,2023-11-01,2023-11-01
cus_000000013123,2023-04-01,2023-04-01
cus_000000013135,2023-09-01,2023-09-01
cus_000000013139,2023-06-01,2023-06-01
cus_000000013193,2022-10-01,2022-10-01
cus_000000013201,2023-06-01,2023-06-01
cus_000000013203,2023-02-01,2023-02-01
cus_000000013208,2023-03-01,2023-03-01
cus_000000013241,2023-02-01,2023-02-01
cus_000000013287,2023-09-01,2023-09-01
cus_000000013300,2022-02-01,2022-02-01
cus_000000013337,2023-01-01,2023-01-01
cus_000000013369,2023-08-01,2023-08-01
cus_000000013390,2022-06-01,2022-06-01
cus_000000013286,2022-03-01,2022-03-01
cus_000000013311,2022-07-01,2022-07-01
cus_000000013315,2022-04-01,2022-04-01
cus_000000013332,2023-06-01,2023-06-01
cus_000000013353,2023-02-01,2023-02-01
cus_000000013371,2022-01-01,2022-01-01
cus_000000013365,2022-09-01,2022-09-01
cus_000000013396,2023-02-01,2023-02-01
cus_000000013397,2023-07-01,2023-07-01
cus_000000013434,2022-05-01,2022-05-01
cus_000000013444,2022-06-01,2022-06-01
cus_000000012808,2023-02-01,2023-02-01
cus_000000012827,2022-07-01,2022-07-01
cus_000000013468,2022-01-01,2022-01-01
cus_000000013476,2022-11-01,2022-11-01
cus_000000012838,2023-05-01,2023-05-01
cus_000000013507,2023-05-01,2023-05-01
cus_000000012884,2022-01-01,2022-01-01
cus_000000012935,2022-02-01,2022-02-01
cus_000000013547,2022-04-01,2022-04-01
cus_000000013589,2023-06-01,2023-06-01
cus_000000013595,2023-03-01,2023-03-01
cus_000000013597,2022-01-01,2022-01-01
cus_000000013603,2022-06-01,2022-06-01
cus_000000013604,2022-05-01,2022-05-01
cus_000000013607,2022-03-01,2022-03-01
cus_000000013615,2022-01-01,2022-01-01
cus_000000013626,2023-02-01,2023-02-01
cus_000000013681,2022-11-01,2022-11-01
cus_000000013168,2022-09-01,2022-09-01
cus_000000013184,2022-04-01,2022-04-01
cus_000000013264,2023-01-01,2023-01-01
cus_000000013685,2022-10-01,2022-10-01
cus_000000013721,2022-07-01,2022-07-01
cus_000000013744,2022-06-01,2022-06-01
cus_000000012518,2022-11-01,2022-11-01
cus_000000013769,2023-04-01,2023-04-01
cus_000000013782,2023-03-01,2023-03-01
cus_000000012422,2022-09-01,2022-09-01
cus_000000013302,2023-12-01,2023-12-01
cus_000000013688,2022-07-01,2022-07-01
cus_000000013715,2023-05-01,2023-05-01
cus_000000013748,2023-11-01,2023-11-01
cus_000000013756,2022-11-01,2022-11-01
cus_000000013456,2022-07-01,2022-07-01
cus_000000013819,2022-12-01,2022-12-01
cus_000000013820,2022-04-01,2022-04-01
cus_000000013823,2022-01-01,2022-01-01
cus_000000013825,2022-09-01,2022-09-01
cus_000000013931,2022-11-01,2022-11-01
cus_000000013967,2023-03-01,2023-03-01
cus_000000013975,2023-01-01,2023-01-01
cus_000000013977,2022-09-01,2022-09-01
cus_000000013982,2022-08-01,2022-08-01
cus_000000013996,2022-01-01,2022-01-01
cus_000000014016,2023-07-01,2023-07-01
cus_000000014022,2022-04-01,2022-04-01
cus_000000012895,2023-08-01,2023-08-01
cus_000000012964,2023-03-01,2023-03-01
cus_000000012973,2023-03-01,2023-03-01
cus_000000012991,2023-06-01,2023-06-01
cus_000000013062,2022-05-01,2022-05-01
cus_000000014048,2022-01-01,2022-01-01
cus_000000014061,2023-03-01,2023-03-01
cus_000000014073,2022-07-01,2022-07-01
cus_000000014098,2022-09-01,2022-09-01
cus_000000014108,2022-05-01,2022-05-01
cus_000000014112,2022-09-01,2022-09-01
cus_000000014120,2022-01-01,2022-01-01
cus_000000014126,2022-06-01,2022-06-01
cus_000000012734,2023-07-01,2023-07-01
cus_000000014131,2023-01-01,2023-01-01
cus_000000014201,2023-06-01,2023-06-01
cus_000000014203,2023-11-01,2023-11-01
cus_000000012943,2023-06-01,2023-06-01
cus_000000014233,2023-05-01,2023-05-01
cus_000000014254,2022-03-01,2022-03-01
cus_000000014265,2022-08-01,2022-08-01
cus_000000012986,2023-11-01,2023-11-01
cus_000000013933,2022-08-01,2022-08-01
cus_000000014025,2023-02-01,2023-02-01
cus_000000014284,2022-08-01,2022-08-01
cus_000000014309,2022-08-01,2022-08-01
cus_000000014316,2022-10-01,2022-10-01
cus_000000013545,2022-10-01,2022-10-01
cus_000000013563,2023-10-01,2023-10-01
cus_000000013621,2022-08-01,2022-08-01
cus_000000013380,2023-10-01,2023-10-01
cus_000000013557,2022-08-01,2022-08-01
cus_000000013580,2023-12-01,2023-12-01
cus_000000013927,2023-03-01,2023-03-01
cus_000000013952,2023-11-01,2023-11-01
cus_000000013979,2022-01-01,2022-01-01
cus_000000014172,2023-05-01,2023-05-01
cus_000000013877,2022-06-01,2022-06-01
cus_000000014250,2022-07-01,2022-07-01
cus_000000013846,2022-03-01,2022-03-01
cus_000000013848,2023-09-01,2023-09-01
cus_000000014134,2022-11-01,2022-11-01
cus_000000014259,2023-06-01,2023-06-01
cus_000000014302,2023-04-01,2023-04-01
cus_000000014387,2022-11-01,2022-11-01
cus_000000014404,2023-03-01,2023-03-01
cus_000000014408,2022-07-01,2022-07-01
cus_000000014414,2023-03-01,2023-03-01
cus_000000014440,2023-10-01,2023-10-01
cus_000000014475,2023-07-01,2023-07-01
cus_000000014476,2023-05-01,2023-05-01
cus_000000014489,2023-12-01,2023-12-01
cus_000000014526,2022-03-01,2022-03-01
cus_000000014558,2022-02-01,2022-02-01
cus_000000014579,2023-06-01,2023-06-01
cus_000000014587,2022-09-01,2022-09-01
cus_000000014589,2023-11-01,2023-11-01
cus_000000014609,2023-07-01,2023-07-01
cus_000000014612,2023-01-01,2023-01-01
cus_000000014626,2023-12-01,2023-12-01
cus_000000014630,2022-02-01,2022-02-01
cus_000000014631,2022-03-01,2022-03-01
cus_000000014668,2023-11-01,2023-11-01
cus_000000014674,2022-04-01,2022-04-01
cus_000000014736,2023-10-01,2023-10-01
cus_000000014818,2022-08-01,2022-08-01
cus_000000014900,2023-06-01,2023-06-01
cus_000000014911,2023-06-01,2023-06-01
cus_000000014925,2023-09-01,2023-09-01
cus_000000014926,2022-11-01,2022-11-01
cus_000000014927,2023-05-01,2023-05-01
cus_000000014955,2022-11-01,2022-11-01
cus_000000014961,2023-09-01,2023-09-01
cus_000000014966,2023-08-01,2023-08-01
cus_000000015010,2023-03-01,2023-03-01
cus_000000015016,2023-01-01,2023-01-01
cus_000000015043,2022-04-01,2022-04-01
cus_000000015046,2023-04-01,2023-04-01
cus_000000015054,2023-01-01,2023-01-01
cus_000000015082,2023-03-01,2023-03-01
cus_000000015098,2022-06-01,2022-06-01
cus_000000015109,2022-04-01,2022-04-01
cus_000000015118,2022-10-01,2022-10-01
cus_000000015120,2022-10-01,2022-10-01
cus_000000015135,2023-02-01,2023-02-01
cus_000000015136,2022-04-01,2022-04-01
cus_000000015158,2023-02-01,2023-02-01
cus_000000015160,2022-08-01,2022-08-01
cus_000000015165,2023-01-01,2023-01-01
cus_000000015185,2022-09-01,2022-09-01
cus_000000015228,2023-02-01,2023-02-01
cus_000000015265,2023-04-01,2023-04-01
cus_000000015281,2023-12-01,2023-12-01
cus_000000015294,2022-07-01,2022-07-01
cus_000000015306,2022-02-01,2022-02-01
cus_000000015314,2023-01-01,2023-01-01
cus_000000015317,2022-10-01,2022-10-01
cus_000000015328,2023-04-01,2023-04-01
cus_000000015343,2023-03-01,2023-03-01
cus_000000015355,2023-12-01,2023-12-01
cus_000000015359,2022-08-01,2022-08-01
cus_000000015381,2022-11-01,2022-11-01
cus_000000015394,2022-06-01,2022-06-01
cus_000000014688,2023-05-01,2023-05-01
cus_000000015399,2023-09-01,2023-09-01
cus_000000015433,2023-07-01,2023-07-01
cus_000000015460,2023-02-01,2023-02-01
cus_000000015468,2023-10-01,2023-10-01
cus_000000015490,2022-07-01,2022-07-01
cus_000000015543,2022-10-01,2022-10-01
cus_000000015577,2022-05-01,2022-05-01
cus_000000015584,2022-04-01,2022-04-01
cus_000000015594,2023-01-01,2023-01-01
cus_000000015603,2023-12-01,2023-12-01
cus_000000015618,2022-04-01,2022-04-01
cus_000000015623,2022-10-01,2022-10-01
cus_000000015659,2022-09-01,2022-09-01
cus_000000015672,2023-02-01,2023-02-01
cus_000000015694,2023-02-01,2023-02-01
cus_000000015719,2023-09-01,2023-09-01
cus_000000015739,2023-07-01,2023-07-01
cus_000000015768,2022-02-01,2022-02-01
cus_000000015778,2022-11-01,2022-11-01
cus_000000015783,2022-05-01,2022-05-01
cus_000000015794,2022-04-01,2022-04-01
cus_000000015807,2023-06-01,2023-06-01
cus_000000015832,2023-10-01,2023-10-01
cus_000000015856,2022-03-01,2022-03-01
cus_000000015884,2023-01-01,2023-01-01
cus_000000015890,2022-03-01,2022-03-01
cus_000000015895,2023-11-01,2023-11-01
cus_000000015943,2023-09-01,2023-09-01
cus_000000015956,2022-05-01,2022-05-01
cus_000000015964,2022-06-01,2022-06-01
cus_000000015965,2022-04-01,2022-04-01
cus_000000015969,2022-12-01,2022-12-01
cus_000000015979,2022-07-01,2022-07-01
cus_000000015980,2023-12-01,2023-12-01
cus_000000015991,2023-04-01,2023-04-01
cus_000000015994,2022-11-01,2022-11-01
cus_000000016014,2023-05-01,2023-05-01
cus_000000016049,2022-10-01,2022-10-01
cus_000000016051,2022-04-01,2022-04-01
cus_000000016061,2022-08-01,2022-08-01
cus_000000016076,2022-07-01,2022-07-01
cus_000000016081,2023-06-01,2023-06-01
cus_000000016082,2022-03-01,2022-03-01
cus_000000016119,2022-07-01,2022-07-01
cus_000000016126,2023-09-01,2023-09-01
cus_000000016144,2022-11-01,2022-11-01
cus_000000016145,2023-05-01,2023-05-01
cus_000000016147,2023-07-01,2023-07-01
cus_000000016149,2023-11-01,2023-11-01
cus_000000016150,2023-03-01,2023-03-01
cus_000000016180,2023-01-01,2023-01-01
cus_000000016182,2022-03-01,2022-03-01
cus_000000016184,2023-07-01,2023-07-01
cus_000000016186,2022-05-01,2022-05-01
cus_000000016207,2023-02-01,2023-02-01
cus_000000016209,2023-08-01,2023-08-01
cus_000000016241,2022-09-01,2022-09-01
cus_000000016279,2022-12-01,2022-12-01
cus_000000016280,2023-06-01,2023-06-01
cus_000000016304,2022-11-01,2022-11-01
cus_000000016313,2022-09-01,2022-09-01
cus_000000016352,2023-06-01,2023-06-01
cus_000000016354,2023-01-01,2023-01-01
cus_000000016452,2022-03-01,2022-03-01
cus_000000016475,2023-06-01,2023-06-01
cus_000000016478,2022-05-01,2022-05-01
cus_000000016531,2022-06-01,2022-06-01
cus_000000016542,2023-03-01,2023-03-01
cus_000000016548,2023-05-01,2023-05-01
cus_000000016561,2023-07-01,2023-07-01
cus_000000016565,2022-02-01,2022-02-01
cus_000000016578,2023-04-01,2023-04-01
cus_000000014694,2022-09-01,2022-09-01
cus_000000014937,2022-09-01,2022-09-01
cus_000000014978,2023-03-01,2023-03-01
cus_000000015086,2023-02-01,2023-02-01
cus_000000015210,2023-08-01,2023-08-01
cus_000000015255,2023-10-01,2023-10-01
cus_000000015278,2022-12-01,2022-12-01
cus_000000015375,2023-03-01,2023-03-01
cus_000000016030,2022-08-01,2022-08-01
cus_000000016187,2022-04-01,2022-04-01
cus_000000015404,2022-01-01,2022-01-01
cus_000000015436,2022-12-01,2022-12-01
cus_000000015547,2023-12-01,2023-12-01
cus_000000015755,2023-07-01,2023-07-01
cus_000000015869,2022-01-01,2022-01-01
cus_000000015947,2022-11-01,2022-11-01
cus_000000015955,2022-05-01,2022-05-01
cus_000000016013,2022-02-01,2022-02-01
cus_000000016090,2023-09-01,2023-09-01
cus_000000016176,2023-02-01,2023-02-01
cus_000000016349,2022-09-01,2022-09-01
cus_000000016490,2022-02-01,2022-02-01
cus_000000014430,2022-01-01,2022-01-01
cus_000000014582,2023-07-01,2023-07-01
cus_000000014615,2023-08-01,2023-08-01
cus_000000014666,2023-04-01,2023-04-01
cus_000000014675,2022-10-01,2022-10-01
cus_000000014778,2023-06-01,2023-06-01
cus_000000014865,2022-08-01,2022-08-01
cus_000000014386,2023-03-01,2023-03-01
cus_000000014977,2022-07-01,2022-07-01
cus_000000014417,2022-01-01,2022-01-01
cus_000000015123,2023-07-01,2023-07-01
cus_000000014613,2023-03-01,2023-03-01
cus_000000015249,2023-03-01,2023-03-01
cus_000000015325,2022-04-01,2022-04-01
cus_000000015524,2023-05-01,2023-05-01
cus_000000015534,2022-12-01,2022-12-01
cus_000000015614,2022-04-01,2022-04-01
cus_000000015843,2022-06-01,2022-06-01
cus_000000015881,2022-04-01,2022-04-01
cus_000000015469,2023-08-01,2023-08-01
cus_000000016062,2023-02-01,2023-02-01
cus_000000015812,2022-11-01,2022-11-01
cus_000000016445,2023-02-01,2023-02-01
cus_000000016496,2022-12-01,2022-12-01
cus_000000016544,2023-01-01,2023-01-01
cus_000000016602,2022-10-01,2022-10-01
cus_000000016661,2023-03-01,2023-03-01
cus_000000016676,2022-03-01,2022-03-01
cus_000000016683,2023-11-01,2023-11-01
cus_000000016713,2023-04-01,2023-04-01
cus_000000016719,2023-04-01,2023-04-01
cus_000000016723,2022-03-01,2022-03-01
cus_000000016732,2023-11-01,2023-11-01
cus_000000016772,2022-09-01,2022-09-01
cus_000000016775,2023-07-01,2023-07-01
cus_000000016791,2022-01-01,2022-01-01
cus_000000016793,2023-01-01,2023-01-01
cus_000000016799,2022-04-01,2022-04-01
cus_000000016801,2022-08-01,2022-08-01
cus_000000016802,2022-03-01,2022-03-01
cus_000000016805,2023-12-01,2023-12-01
cus_000000016819,2022-02-01,2022-02-01
cus_000000016825,2023-09-01,2023-09-01
cus_000000016830,2023-08-01,2023-08-01
cus_000000016834,2022-09-01,2022-09-01
cus_000000016840,2022-05-01,2022-05-01
cus_000000016848,2023-08-01,2023-08-01
cus_000000016861,2023-08-01,2023-08-01
cus_000000016872,2022-04-01,2022-04-01
cus_000000016884,2023-03-01,2023-03-01
cus_000000016886,2023-09-01,2023-09-01
cus_000000016896,2022-02-01,2022-02-01
cus_000000016921,2023-06-01,2023-06-01
cus_000000016929,2023-01-01,2023-01-01
cus_000000016933,2023-05-01,2023-05-01
cus_000000016939,2022-01-01,2022-01-01
cus_000000016955,2023-07-01,2023-07-01
cus_000000016957,2022-11-01,2022-11-01
cus_000000016963,2023-12-01,2023-12-01
cus_000000016970,2023-12-01,2023-12-01
cus_000000016996,2022-09-01,2022-09-01
cus_000000016998,2022-06-01,2022-06-01
cus_000000017046,2022-04-01,2022-04-01
cus_000000017076,2022-08-01,2022-08-01
cus_000000017079,2022-06-01,2022-06-01
cus_000000017081,2023-03-01,2023-03-01
cus_000000017095,2022-02-01,2022-02-01
cus_000000017096,2022-06-01,2022-06-01
cus_000000017128,2022-07-01,2022-07-01
cus_000000017129,2022-07-01,2022-07-01
cus_000000017136,2022-12-01,2022-12-01
cus_000000017170,2023-04-01,2023-04-01
cus_000000017202,2023-10-01,2023-10-01
cus_000000017218,2022-06-01,2022-06-01
cus_000000017225,2023-04-01,2023-04-01
cus_000000017241,2023-06-01,2023-06-01
cus_000000017265,2022-09-01,2022-09-01
cus_000000017279,2022-03-01,2022-03-01
cus_000000017291,2022-11-01,2022-11-01
cus_000000017298,2022-08-01,2022-08-01
cus_000000017304,2022-08-01,2022-08-01
cus_000000017307,2022-09-01,2022-09-01
cus_000000017327,2023-01-01,2023-01-01
